world_index,ellipse,marker_type
3654,"(302.0, 232.6785888671875)",Ref
3655,"(301.9676513671875, 232.5968475341797)",Ref
3656,"(302.47576904296875, 232.15289306640625)",Ref
3657,"(302.5371398925781, 231.92947387695312)",Ref
3658,"(302.5, 232.0)",Ref
3659,"(302.2217102050781, 232.52256774902344)",Ref
3660,"(302.14752197265625, 232.49546813964844)",Ref
3661,"(301.79071044921875, 232.59300231933594)",Ref
3662,"(301.7784118652344, 232.91212463378906)",Ref
3663,"(301.9164123535156, 232.85105895996094)",Ref
3664,"(301.79852294921875, 232.84494018554688)",Ref
3665,"(301.5899658203125, 232.66482543945312)",Ref
3666,"(301.6944274902344, 232.64923095703125)",Ref
3667,"(301.9532775878906, 232.5397491455078)",Ref
3668,"(302.17120361328125, 232.67428588867188)",Ref
3669,"(302.3251647949219, 232.7075958251953)",Ref
3670,"(302.27130126953125, 232.41482543945312)",Ref
3671,"(302.07330322265625, 232.5439910888672)",Ref
3672,"(301.92669677734375, 232.4560089111328)",Ref
3673,"(301.76275634765625, 232.3357391357422)",Ref
3674,"(301.8970642089844, 232.7616424560547)",Ref
3675,"(301.7156677246094, 232.94766235351562)",Ref
3676,"(301.6190490722656, 232.8515167236328)",Ref
3677,"(301.46429443359375, 232.26089477539062)",Ref
3678,"(301.2546691894531, 232.37484741210938)",Ref
3679,"(301.203857421875, 232.5)",Ref
3680,"(301.960205078125, 232.37232971191406)",Ref
3681,"(302.10711669921875, 232.44918823242188)",Ref
3682,"(302.2802429199219, 232.88685607910156)",Ref
3683,"(302.04058837890625, 233.05560302734375)",Ref
3684,"(301.869384765625, 233.14256286621094)",Ref
3685,"(301.62237548828125, 232.95706176757812)",Ref
3686,"(301.5249328613281, 232.33074951171875)",Ref
3687,"(301.8196716308594, 232.3997802734375)",Ref
3688,"(301.5371398925781, 232.07052612304688)",Ref
3689,"(301.5, 232.0)",Ref
3690,"(301.0, 231.79689025878906)",Ref
3691,"(301.0, 231.3214111328125)",Ref
3692,"(301.5460205078125, 231.80340576171875)",Ref
3693,"(301.6297302246094, 231.85792541503906)",Ref
3694,"(301.5775146484375, 231.92654418945312)",Ref
3695,"(301.47576904296875, 232.15289306640625)",Ref
3696,"(301.19183349609375, 232.60833740234375)",Ref
3697,"(301.3814392089844, 233.0)",Ref
3698,"(301.71295166015625, 233.82843017578125)",Ref
3699,"(301.8807373046875, 233.88072204589844)",Ref
3700,"(301.53570556640625, 233.73910522460938)",Ref
3701,"(301.5501708984375, 233.43377685546875)",Ref
3702,"(301.5, 234.0)",Ref
3703,"(301.8946533203125, 233.90020751953125)",Ref
3704,"(302.4628601074219, 233.92947387695312)",Ref
3705,"(302.72869873046875, 233.58517456054688)",Ref
3706,"(302.3814392089844, 234.0)",Ref
3707,"(302.1413269042969, 234.0845947265625)",Ref
3708,"(301.9038391113281, 234.0961456298828)",Ref
3709,"(304.1790466308594, 505.0657958984375)",Ref
3710,"(304.3285217285156, 505.4330139160156)",Ref
3711,"(304.1534729003906, 505.1534729003906)",Ref
3712,"(304.1932067871094, 504.9629211425781)",Ref
3713,"(304.065673828125, 504.5479736328125)",Ref
3714,"(304.2398986816406, 504.2074890136719)",Ref
3715,"(304.2514953613281, 504.20013427734375)",Ref
3716,"(304.3333740234375, 503.91864013671875)",Ref
3717,"(304.42279052734375, 504.0)",Ref
3718,"(304.2802429199219, 504.1131286621094)",Ref
3719,"(304.06634521484375, 504.45880126953125)",Ref
3720,"(304.02362060546875, 504.9980163574219)",Ref
3721,"(304.0247497558594, 504.9075927734375)",Ref
3722,"(304.0835876464844, 504.8510437011719)",Ref
3723,"(304.1228332519531, 504.7666931152344)",Ref
3724,"(304.3702697753906, 504.85791015625)",Ref
3725,"(304.5, 504.85198974609375)",Ref
3726,"(304.8299865722656, 504.71533203125)",Ref
3727,"(304.5863037109375, 504.5411682128906)",Ref
3728,"(304.59161376953125, 504.87200927734375)",Ref
3729,"(304.3395080566406, 505.0674743652344)",Ref
3730,"(304.1192626953125, 504.8807373046875)",Ref
3731,"(303.8315124511719, 504.1409606933594)",Ref
3732,"(303.811279296875, 504.04296875)",Ref
3733,"(304.0420837402344, 503.936767578125)",Ref
3734,"(304.13848876953125, 503.8912353515625)",Ref
3735,"(304.140869140625, 503.820068359375)",Ref
3736,"(304.0429382324219, 503.62237548828125)",Ref
3737,"(304.04119873046875, 503.9374084472656)",Ref
3738,"(304.5, 504.0)",Ref
3739,"(304.5, 504.0)",Ref
3740,"(304.5371398925781, 503.9294738769531)",Ref
3741,"(304.4586181640625, 503.9224548339844)",Ref
3742,"(304.23834228515625, 503.8970642089844)",Ref
3743,"(304.0961608886719, 504.0961608886719)",Ref
3744,"(304.179931640625, 503.859130859375)",Ref
3745,"(304.0, 503.59442138671875)",Ref
3746,"(304.05047607421875, 503.0761413574219)",Ref
3747,"(303.8662414550781, 503.0042419433594)",Ref
3748,"(303.8329772949219, 503.01025390625)",Ref
3749,"(304.2430725097656, 503.0258483886719)",Ref
3750,"(304.8812255859375, 502.9837646484375)",Ref
3751,"(304.66668701171875, 503.1397399902344)",Ref
3752,"(304.4409484863281, 503.5478210449219)",Ref
3753,"(304.0, 503.5)",Ref
3754,"(304.1429443359375, 503.651123046875)",Ref
3755,"(304.5521545410156, 503.796875)",Ref
3756,"(304.5, 504.0)",Ref
3757,"(304.1346435546875, 503.8944091796875)",Ref
3758,"(304.0654296875, 503.44024658203125)",Ref
3759,"(304.1211242675781, 503.22698974609375)",Ref
3760,"(304.43975830078125, 503.0555419921875)",Ref
3761,"(304.5371398925781, 502.9294738769531)",Ref
3762,"(304.5521545410156, 502.796875)",Ref
3763,"(304.46429443359375, 502.7391052246094)",Ref
3764,"(304.281005859375, 502.8115539550781)",Ref
3765,"(301.5371398925781, 231.07052612304688)",Ref
3766,"(301.49859619140625, 231.36032104492188)",Ref
3767,"(301.4551086425781, 231.92947387695312)",Ref
3768,"(301.5, 232.0)",Ref
3769,"(301.1946716308594, 231.55609130859375)",Ref
3770,"(301.0666198730469, 231.6375732421875)",Ref
3771,"(301.5, 232.0)",Ref
3772,"(301.9383850097656, 231.8415985107422)",Ref
3773,"(302.6351013183594, 231.67654418945312)",Ref
3774,"(302.5775146484375, 231.92654418945312)",Ref
3775,"(302.0526428222656, 231.9644012451172)",Ref
3776,"(301.9383850097656, 232.1584014892578)",Ref
3777,"(301.5706787109375, 232.20050048828125)",Ref
3778,"(301.5371398925781, 232.07052612304688)",Ref
3779,"(301.65716552734375, 232.4244384765625)",Ref
3780,"(301.7021789550781, 232.42535400390625)",Ref
3781,"(301.62188720703125, 232.46485900878906)",Ref
3782,"(301.8456726074219, 232.5914764404297)",Ref
3783,"(301.5180358886719, 232.72531127929688)",Ref
3784,"(301.8125305175781, 232.8560028076172)",Ref
3785,"(301.9038391113281, 233.0961456298828)",Ref
3786,"(301.9504699707031, 233.0611114501953)",Ref
3787,"(301.7960510253906, 233.2784423828125)",Ref
3788,"(301.5662536621094, 233.7701873779297)",Ref
3789,"(301.2019348144531, 233.72134399414062)",Ref
3790,"(301.2845153808594, 234.0406036376953)",Ref
3791,"(301.5, 234.0)",Ref
3792,"(301.46246337890625, 233.78948974609375)",Ref
3793,"(301.5, 233.5)",Ref
3794,"(301.6595458984375, 233.5369873046875)",Ref
3795,"(301.67620849609375, 233.8192901611328)",Ref
3796,"(302.1670227050781, 234.01025390625)",Ref
3797,"(302.2845153808594, 233.9593963623047)",Ref
3798,"(302.5, 234.0)",Ref
3799,"(302.1046447753906, 234.43679809570312)",Ref
3800,"(301.7154846191406, 234.0406036376953)",Ref
3801,"(301.30731201171875, 233.7510528564453)",Ref
3802,"(301.5501708984375, 233.56622314453125)",Ref
3803,"(301.49713134765625, 233.5807342529297)",Ref
3804,"(301.6219482421875, 233.48529052734375)",Ref
3805,"(301.2480773925781, 233.0936737060547)",Ref
3806,"(301.203125, 233.0)",Ref
3807,"(301.2998046875, 232.64028930664062)",Ref
3808,"(301.5738830566406, 232.272216796875)",Ref
3809,"(301.92669677734375, 232.4560089111328)",Ref
3810,"(302.02490234375, 232.58193969726562)",Ref
3811,"(301.8778381347656, 232.67604064941406)",Ref
3812,"(301.869384765625, 233.14256286621094)",Ref
3813,"(301.7793273925781, 233.60226440429688)",Ref
3814,"(301.3385314941406, 233.9725341796875)",Ref
3815,"(301.2406921386719, 233.24069213867188)",Ref
3816,"(301.10498046875, 233.00987243652344)",Ref
3817,"(301.06109619140625, 232.95046997070312)",Ref
3818,"(301.0393981933594, 232.85934448242188)",Ref
3819,"(301.5523681640625, 232.66690063476562)",Ref
3820,"(301.8509521484375, 232.5)",Ref
3821,"(304.23834228515625, 504.1029357910156)",Ref
3822,"(303.8662414550781, 503.9957580566406)",Ref
3823,"(303.59161376953125, 503.87200927734375)",Ref
3824,"(303.5523681640625, 503.3330993652344)",Ref
3825,"(304.0371398925781, 503.3133239746094)",Ref
3826,"(304.140869140625, 503.179931640625)",Ref
3827,"(303.8087463378906, 503.17901611328125)",Ref
3828,"(303.5371398925781, 502.9294738769531)",Ref
3829,"(303.9400634765625, 503.0250549316406)",Ref
3830,"(304.1790466308594, 503.0657958984375)",Ref
3831,"(304.5371398925781, 503.0705261230469)",Ref
3832,"(304.4478454589844, 503.203125)",Ref
3833,"(304.140869140625, 503.179931640625)",Ref
3834,"(304.140869140625, 503.179931640625)",Ref
3835,"(304.1131286621094, 503.2802429199219)",Ref
3836,"(304.0665283203125, 503.7796936035156)",Ref
3837,"(304.2355651855469, 503.8460388183594)",Ref
3838,"(304.21380615234375, 503.8527526855469)",Ref
3839,"(304.1490478515625, 503.5)",Ref
3840,"(303.9224548339844, 503.1164855957031)",Ref
3841,"(304.1337585449219, 503.0042419433594)",Ref
3842,"(304.5134582519531, 502.7681884765625)",Ref
3843,"(304.8542785644531, 502.77667236328125)",Ref
3844,"(304.7197570800781, 502.8868713378906)",Ref
3845,"(304.4224853515625, 503.0734558105469)",Ref
3846,"(304.2802429199219, 503.1131286621094)",Ref
3847,"(304.1452331542969, 503.02105712890625)",Ref
3848,"(304.31744384765625, 502.80706787109375)",Ref
3849,"(304.3854064941406, 502.7164306640625)",Ref
3850,"(304.1477966308594, 502.5037841796875)",Ref
3851,"(303.8153991699219, 502.3099060058594)",Ref
3852,"(303.912841796875, 502.0802307128906)",Ref
3853,"(304.1131286621094, 502.2802429199219)",Ref
3854,"(304.5, 502.25018310546875)",Ref
3855,"(304.48980712890625, 502.41314697265625)",Ref
3856,"(304.47698974609375, 502.35833740234375)",Ref
3857,"(304.1029357910156, 502.23834228515625)",Ref
3858,"(304.13665771484375, 502.2579040527344)",Ref
3859,"(304.1622619628906, 502.72955322265625)",Ref
3860,"(304.3244934082031, 503.1932678222656)",Ref
3861,"(304.4478454589844, 503.203125)",Ref
3862,"(304.40838623046875, 503.12799072265625)",Ref
3863,"(304.13934326171875, 503.07537841796875)",Ref
3864,"(304.0961608886719, 503.0961608886719)",Ref
3865,"(304.2967529296875, 503.2967529296875)",Ref
3866,"(304.5917053222656, 503.17755126953125)",Ref
3867,"(304.7286071777344, 503.2648010253906)",Ref
3868,"(304.6707458496094, 503.6707458496094)",Ref
3869,"(304.40838623046875, 504.12799072265625)",Ref
3870,"(304.0657958984375, 504.1790466308594)",Ref
3871,"(304.1039123535156, 504.178955078125)",Ref
3872,"(304.179931640625, 504.140869140625)",Ref
3873,"(304.19183349609375, 504.39166259765625)",Ref
3874,"(304.0185241699219, 504.1272277832031)",Ref
3875,"(303.59075927734375, 504.13262939453125)",Ref
3876,"(303.870849609375, 504.08038330078125)",Ref
3878,"(825.1446533203125, 228.20053100585938)",Ref
3879,"(825.1790771484375, 228.06581115722656)",Ref
3880,"(825.0982055664062, 228.3538055419922)",Ref
3881,"(825.0, 228.79689025878906)",Ref
3882,"(824.67333984375, 229.1186065673828)",Ref
3883,"(824.5859375, 229.55935668945312)",Ref
3884,"(824.2769775390625, 229.5550994873047)",Ref
3885,"(824.242431640625, 229.34573364257812)",Ref
3886,"(824.0, 229.10997009277344)",Ref
3887,"(824.1923217773438, 229.62564086914062)",Ref
3888,"(824.4136962890625, 229.76527404785156)",Ref
3889,"(824.9265747070312, 229.5775146484375)",Ref
3890,"(824.9351806640625, 229.72569274902344)",Ref
3891,"(824.9038696289062, 229.9038543701172)",Ref
3892,"(824.7154541015625, 230.0406036376953)",Ref
3893,"(824.4163208007812, 229.64549255371094)",Ref
3894,"(824.2430419921875, 229.02584838867188)",Ref
3895,"(824.5, 229.0)",Ref
3896,"(824.8515014648438, 228.61904907226562)",Ref
3897,"(824.537109375, 228.07052612304688)",Ref
3898,"(824.5, 228.0)",Ref
3899,"(824.6185302734375, 228.0)",Ref
3900,"(824.92529296875, 228.24411010742188)",Ref
3901,"(825.2383422851562, 228.1029510498047)",Ref
3902,"(825.058349609375, 228.0721893310547)",Ref
3903,"(824.8416137695312, 227.9384002685547)",Ref
3904,"(824.2845458984375, 228.0406036376953)",Ref
3905,"(824.3296508789062, 228.07093811035156)",Ref
3906,"(824.3854370117188, 228.28355407714844)",Ref
3907,"(824.6744995117188, 227.9696502685547)",Ref
3908,"(824.5430297851562, 227.70677185058594)",Ref
3909,"(824.2406616210938, 227.75930786132812)",Ref
3910,"(824.3671264648438, 227.7655792236328)",Ref
3911,"(824.8743896484375, 227.55148315429688)",Ref
3912,"(825.462890625, 227.07052612304688)",Ref
3913,"(825.5775146484375, 227.07345581054688)",Ref
3914,"(825.2774658203125, 227.1523895263672)",Ref
3915,"(824.9384155273438, 227.1584014892578)",Ref
3916,"(824.6185302734375, 227.0)",Ref
3917,"(824.6614379882812, 226.9725341796875)",Ref
3918,"(824.9473876953125, 226.9644012451172)",Ref
3919,"(824.9384155273438, 226.8415985107422)",Ref
3920,"(824.7631225585938, 226.60337829589844)",Ref
3921,"(824.35791015625, 226.28135681152344)",Ref
3922,"(824.5625610351562, 226.51380920410156)",Ref
3923,"(824.9384155273438, 226.1584014892578)",Ref
3924,"(825.0961303710938, 226.0961456298828)",Ref
3925,"(825.3118286132812, 226.5580596923828)",Ref
3926,"(825.0, 226.38143920898438)",Ref
3927,"(824.9342041015625, 226.82095336914062)",Ref
3928,"(824.67333984375, 227.1186065673828)",Ref
3929,"(824.8593139648438, 227.0393829345703)",Ref
3930,"(824.6824951171875, 226.90481567382812)",Ref
3931,"(824.5, 226.93360900878906)",Ref
3932,"(824.7197265625, 226.88685607910156)",Ref
3933,"(826.0067749023438, 501.8772277832031)",Ref
3934,"(826.27490234375, 501.6571960449219)",Ref
3935,"(826.0, 501.5)",Ref
3936,"(825.6683959960938, 501.50537109375)",Ref
3937,"(825.1809692382812, 501.6000061035156)",Ref
3938,"(825.1923217773438, 501.3743591308594)",Ref
3939,"(825.5811767578125, 501.8804016113281)",Ref
3940,"(825.7994995117188, 501.8553771972656)",Ref
3941,"(825.561279296875, 501.916748046875)",Ref
3942,"(825.2281494140625, 501.8788146972656)",Ref
3943,"(825.2841796875, 501.8603210449219)",Ref
3944,"(825.5, 502.0)",Ref
3945,"(825.6785888671875, 502.0)",Ref
3946,"(825.5143432617188, 502.1915283203125)",Ref
3947,"(825.3906860351562, 502.2694091796875)",Ref
3948,"(825.0836791992188, 502.3617858886719)",Ref
3949,"(825.0, 502.6785888671875)",Ref
3950,"(824.9659423828125, 502.5395812988281)",Ref
3951,"(824.7403564453125, 502.235107421875)",Ref
3952,"(824.5, 501.8509521484375)",Ref
3953,"(824.4096069335938, 501.68048095703125)",Ref
3954,"(824.5, 502.0)",Ref
3955,"(824.6727905273438, 502.1437683105469)",Ref
3956,"(825.0, 502.3214111328125)",Ref
3957,"(825.0405883789062, 502.2845153808594)",Ref
3958,"(824.8602905273438, 502.92254638671875)",Ref
3959,"(824.2481079101562, 503.09368896484375)",Ref
3960,"(824.0441284179688, 503.1497802734375)",Ref
3961,"(824.0468139648438, 503.0234069824219)",Ref
3962,"(824.3814697265625, 503.0)",Ref
3963,"(824.2841796875, 503.1396789550781)",Ref
3964,"(824.2149658203125, 503.1476745605469)",Ref
3965,"(824.2481079101562, 503.09368896484375)",Ref
3966,"(824.35302734375, 502.7875671386719)",Ref
3967,"(824.5479125976562, 502.1964416503906)",Ref
3968,"(824.820068359375, 502.140869140625)",Ref
3969,"(824.9038696289062, 502.0961608886719)",Ref
3970,"(824.6968994140625, 502.6005859375)",Ref
3971,"(824.8330688476562, 502.9457702636719)",Ref
3972,"(824.7154541015625, 502.95941162109375)",Ref
3973,"(824.4642944335938, 502.2608947753906)",Ref
3974,"(824.6305541992188, 502.0936584472656)",Ref
3975,"(824.796875, 502.0)",Ref
3976,"(825.003662109375, 502.0895080566406)",Ref
3977,"(825.1093139648438, 501.97857666015625)",Ref
3978,"(825.1915283203125, 502.2355041503906)",Ref
3979,"(825.0224609375, 502.6465759277344)",Ref
3980,"(824.8330688476562, 502.9457702636719)",Ref
3981,"(824.8798217773438, 502.7708740234375)",Ref
3982,"(824.8539428710938, 502.3192443847656)",Ref
3983,"(825.0, 502.0)",Ref
3984,"(824.8593139648438, 502.0393981933594)",Ref
3985,"(824.874267578125, 501.79266357421875)",Ref
3986,"(824.97509765625, 501.4180603027344)",Ref
3987,"(825.0, 501.203125)",Ref
3988,"(825.07470703125, 501.2441101074219)",Ref
3989,"(824.7667236328125, 226.0)",Ref
3990,"(824.9038696289062, 225.9038543701172)",Ref
3991,"(824.820068359375, 225.859130859375)",Ref
3992,"(824.6605224609375, 225.93252563476562)",Ref
3993,"(824.3814697265625, 226.0)",Ref
3994,"(824.6256103515625, 226.1923065185547)",Ref
3995,"(824.4222412109375, 226.30667114257812)",Ref
3996,"(824.2260131835938, 226.22601318359375)",Ref
3997,"(824.2260131835938, 226.22601318359375)",Ref
3998,"(824.0982055664062, 226.3538055419922)",Ref
3999,"(824.4495849609375, 226.87161254882812)",Ref
4000,"(825.1029663085938, 226.2383575439453)",Ref
4001,"(825.0405883789062, 226.28453063964844)",Ref
4002,"(824.671875, 226.251953125)",Ref
4003,"(824.3519897460938, 226.67539978027344)",Ref
4004,"(824.4083862304688, 226.1279754638672)",Ref
4005,"(824.2383422851562, 225.8970489501953)",Ref
4006,"(824.438720703125, 225.916748046875)",Ref
4007,"(824.3443603515625, 225.5577392578125)",Ref
4008,"(824.462890625, 225.07052612304688)",Ref
4009,"(824.122802734375, 225.0067596435547)",Ref
4010,"(824.5, 225.0)",Ref
4011,"(824.8416137695312, 224.9384002685547)",Ref
4012,"(825.0355834960938, 225.05264282226562)",Ref
4013,"(824.92724609375, 225.36558532714844)",Ref
4014,"(824.7200927734375, 225.3877716064453)",Ref
4015,"(824.537109375, 225.92947387695312)",Ref
4016,"(824.7601318359375, 225.79251098632812)",Ref
4017,"(824.7154541015625, 226.0406036376953)",Ref
4018,"(824.462890625, 226.07052612304688)",Ref
4019,"(824.1583862304688, 225.9384002685547)",Ref
4020,"(823.97412109375, 225.75692749023438)",Ref
4021,"(824.2430419921875, 226.02584838867188)",Ref
4022,"(824.571044921875, 226.33734130859375)",Ref
4023,"(825.1131591796875, 226.28024291992188)",Ref
4024,"(825.001708984375, 226.22120666503906)",Ref
4025,"(824.97412109375, 226.75692749023438)",Ref
4026,"(824.3814697265625, 227.0)",Ref
4027,"(824.1188354492188, 227.09461975097656)",Ref
4028,"(824.0526123046875, 227.0355987548828)",Ref
4029,"(823.9473876953125, 227.0355987548828)",Ref
4030,"(824.070556640625, 227.46287536621094)",Ref
4031,"(823.8850708007812, 227.4044647216797)",Ref
4032,"(823.8419189453125, 227.23123168945312)",Ref
4033,"(824.0494995117188, 227.0611114501953)",Ref
4034,"(824.1583862304688, 226.9384002685547)",Ref
4035,"(824.462890625, 227.07052612304688)",Ref
4036,"(824.3394775390625, 227.06747436523438)",Ref
4037,"(824.3394775390625, 227.06747436523438)",Ref
4038,"(824.1809692382812, 227.3999786376953)",Ref
4039,"(824.0549926757812, 227.51748657226562)",Ref
4040,"(823.9384155273438, 227.8415985107422)",Ref
4041,"(823.92529296875, 227.24411010742188)",Ref
4042,"(823.8009643554688, 227.1593780517578)",Ref
4043,"(823.8953247070312, 227.10467529296875)",Ref
4044,"(823.9594116210938, 227.28453063964844)",Ref
4045,"(824.850341796875, 502.7293701171875)",Ref
4046,"(824.9476318359375, 502.63348388671875)",Ref
4047,"(824.7518920898438, 502.90631103515625)",Ref
4048,"(824.4574584960938, 502.9871520996094)",Ref
4049,"(824.372314453125, 502.9609680175781)",Ref
4050,"(824.3817138671875, 502.5330810546875)",Ref
4051,"(824.6044921875, 502.3804931640625)",Ref
4052,"(824.8330688476562, 502.9457702636719)",Ref
4053,"(824.796875, 503.0)",Ref
4054,"(824.682373046875, 502.9627685546875)",Ref
4055,"(824.8502197265625, 502.95587158203125)",Ref
4056,"(824.936767578125, 502.9579162597656)",Ref
4057,"(825.0, 502.6785888671875)",Ref
4058,"(825.1112060546875, 502.38214111328125)",Ref
4059,"(825.0836791992188, 502.3617858886719)",Ref
4060,"(825.0458374023438, 502.1862487792969)",Ref
4061,"(825.0405883789062, 502.7154846191406)",Ref
4062,"(825.0615844726562, 502.8415832519531)",Ref
4063,"(825.0393676757812, 502.1406555175781)",Ref
4064,"(825.1046752929688, 502.10467529296875)",Ref
4065,"(824.9038696289062, 501.9038391113281)",Ref
4066,"(825.0067749023438, 501.8772277832031)",Ref
4067,"(825.1583862304688, 501.9383850097656)",Ref
4068,"(825.8477172851562, 501.6913757324219)",Ref
4069,"(825.7593383789062, 501.7593078613281)",Ref
4070,"(825.3106689453125, 501.91180419921875)",Ref
4071,"(825.3544921875, 501.7580871582031)",Ref
4072,"(825.1543579101562, 501.4085388183594)",Ref
4073,"(825.2481079101562, 501.09368896484375)",Ref
4074,"(825.537109375, 501.0705261230469)",Ref
4075,"(825.2481079101562, 501.09368896484375)",Ref
4076,"(825.3192749023438, 500.8539123535156)",Ref
4077,"(825.2005004882812, 500.8553771972656)",Ref
4078,"(825.6334838867188, 500.9476318359375)",Ref
4079,"(825.9351806640625, 500.7256774902344)",Ref
4080,"(825.9063110351562, 500.7519226074219)",Ref
4081,"(825.9063110351562, 500.7519226074219)",Ref
4082,"(825.8509521484375, 500.82989501953125)",Ref
4083,"(825.8593139648438, 501.0393981933594)",Ref
4084,"(825.9384155273438, 501.1584167480469)",Ref
4085,"(825.9606323242188, 501.1406555175781)",Ref
4086,"(825.9352416992188, 501.04974365234375)",Ref
4087,"(825.8009643554688, 500.84063720703125)",Ref
4088,"(825.7154541015625, 500.95941162109375)",Ref
4089,"(825.796875, 501.0)",Ref
4090,"(826.0648193359375, 500.67840576171875)",Ref
4091,"(826.0936889648438, 500.2480773925781)",Ref
4092,"(825.755859375, 500.9252624511719)",Ref
4093,"(825.2905883789062, 501.16729736328125)",Ref
4094,"(825.1185913085938, 501.67333984375)",Ref
4095,"(825.1185913085938, 501.32666015625)",Ref
4096,"(825.203125, 501.0)",Ref
4097,"(825.0194702148438, 501.0974426269531)",Ref
4098,"(825.003662109375, 501.0895080566406)",Ref
4099,"(824.8953247070312, 500.89532470703125)",Ref
4100,"(825.0997924804688, 501.1053466796875)",Ref
4101,"(300.71612548828125, 230.96266174316406)",Stop
4102,"(300.8719482421875, 231.35614013671875)",Ref
4103,"(301.0, 231.20310974121094)",Ref
4104,"(300.85247802734375, 231.50453186035156)",Ref
4105,"(300.8719482421875, 231.35614013671875)",Ref
4106,"(300.7210388183594, 232.01393127441406)",Ref
4107,"(300.9465637207031, 232.1698760986328)",Ref
4108,"(300.6668701171875, 232.10845947265625)",Ref
4109,"(300.62921142578125, 232.0587158203125)",Ref
4110,"(300.9741516113281, 232.24307250976562)",Ref
4111,"(301.2352600097656, 232.78277587890625)",Ref
4112,"(301.4628601074219, 232.92947387695312)",Ref
4113,"(302.02490234375, 232.58193969726562)",Ref
4114,"(301.95587158203125, 232.85020446777344)",Ref
4115,"(301.6185607910156, 233.0)",Ref
4116,"(301.3331298828125, 232.89154052734375)",Ref
4117,"(300.9606018066406, 232.85934448242188)",Ref
4118,"(301.0356140136719, 232.94735717773438)",Ref
4119,"(300.9352111816406, 233.27430725097656)",Ref
4120,"(301.0, 233.10997009277344)",Ref
4121,"(300.8772277832031, 233.0067596435547)",Ref
4122,"(300.95941162109375, 232.71546936035156)",Ref
4123,"(301.1944580078125, 232.5395965576172)",Ref
4124,"(301.796142578125, 232.5)",Ref
4125,"(301.515625, 232.87384033203125)",Ref
4126,"(301.47576904296875, 233.15289306640625)",Ref
4127,"(301.5445861816406, 233.4440460205078)",Ref
4128,"(301.3814392089844, 234.0)",Ref
4129,"(301.7154846191406, 233.9593963623047)",Ref
4130,"(301.5, 234.0)",Ref
4131,"(301.1053161621094, 233.71481323242188)",Ref
4132,"(301.19903564453125, 233.1593780517578)",Ref
4133,"(301.1446228027344, 233.20053100585938)",Ref
4134,"(301.2312316894531, 233.35397338867188)",Ref
4135,"(301.74755859375, 233.1659393310547)",Ref
4136,"(301.7687683105469, 233.64602661132812)",Ref
4137,"(301.3395080566406, 233.93252563476562)",Ref
4138,"(301.11883544921875, 233.90538024902344)",Ref
4139,"(300.8190002441406, 233.6000213623047)",Ref
4140,"(300.7154846191406, 232.9593963623047)",Ref
4141,"(300.8807373046875, 232.88072204589844)",Ref
4142,"(300.960205078125, 232.62767028808594)",Ref
4143,"(300.8299865722656, 232.71531677246094)",Ref
4144,"(300.50384521484375, 232.03297424316406)",Ref
4145,"(300.5612487792969, 231.916748046875)",Ref
4146,"(300.7154846191406, 232.0406036376953)",Ref
4147,"(301.0, 231.6785888671875)",Ref
4148,"(301.03033447265625, 231.67449951171875)",Ref
4149,"(301.0616149902344, 231.8415985107422)",Ref
4150,"(300.98712158203125, 231.87733459472656)",Ref
4151,"(300.93621826171875, 232.76901245117188)",Ref
4152,"(300.8946533203125, 232.90020751953125)",Ref
4153,"(300.8807373046875, 232.88072204589844)",Ref
4154,"(300.8125305175781, 232.8560028076172)",Ref
4155,"(300.6048278808594, 232.56979370117188)",Ref
4156,"(300.5940856933594, 232.7228240966797)",Ref
4157,"(824.8953247070312, 227.10467529296875)",Ref
4158,"(825.0355834960938, 226.94735717773438)",Ref
4159,"(825.1452026367188, 227.0210723876953)",Ref
4160,"(824.902587890625, 227.01947021484375)",Ref
4161,"(824.2845458984375, 226.9593963623047)",Ref
4162,"(824.2368774414062, 226.39662170410156)",Ref
4163,"(824.1790771484375, 226.06581115722656)",Ref
4164,"(824.097412109375, 226.01947021484375)",Ref
4165,"(824.0405883789062, 226.28453063964844)",Ref
4166,"(824.0, 226.38143920898438)",Ref
4167,"(824.1484985351562, 226.61904907226562)",Ref
4168,"(824.2299194335938, 226.8126678466797)",Ref
4169,"(824.537109375, 227.07052612304688)",Ref
4170,"(824.5, 227.0)",Ref
4171,"(824.3814697265625, 227.0)",Ref
4172,"(824.1490478515625, 227.5)",Ref
4173,"(823.9957275390625, 227.86622619628906)",Ref
4174,"(823.8330688476562, 228.05421447753906)",Ref
4175,"(824.0759887695312, 228.276611328125)",Ref
4176,"(823.8507080078125, 228.49508666992188)",Ref
4177,"(823.7197265625, 228.11314392089844)",Ref
4178,"(823.22119140625, 227.99830627441406)",Ref
4179,"(823.1932983398438, 228.32449340820312)",Ref
4180,"(823.7649536132812, 228.6780548095703)",Ref
4181,"(824.1547241210938, 228.73475646972656)",Ref
4182,"(824.1884765625, 228.718994140625)",Ref
4183,"(823.9594116210938, 229.28453063964844)",Ref
4184,"(823.7347412109375, 229.6116180419922)",Ref
4185,"(823.5, 229.1480255126953)",Ref
4186,"(823.4031372070312, 229.03233337402344)",Ref
4187,"(823.2802734375, 228.88685607910156)",Ref
4188,"(823.16552734375, 228.73326110839844)",Ref
4189,"(823.23828125, 228.51560974121094)",Ref
4190,"(823.1932983398438, 228.32449340820312)",Ref
