world_index,ellipse,marker_type
2577,"(485.19903564453125, 381.84063720703125)",Ref
2578,"(485.1884460449219, 381.718994140625)",Ref
2579,"(484.9474182128906, 381.71978759765625)",Ref
2580,"(484.96966552734375, 381.67449951171875)",Ref
2581,"(484.9383850097656, 381.8415832519531)",Ref
2582,"(485.07220458984375, 382.058349609375)",Ref
2583,"(485.0961608886719, 381.9038391113281)",Ref
2584,"(485.0, 381.796875)",Ref
2585,"(484.8946533203125, 381.90020751953125)",Ref
2586,"(484.9038391113281, 382.0961608886719)",Ref
2587,"(485.3814392089844, 382.0)",Ref
2588,"(485.80096435546875, 381.84063720703125)",Ref
2589,"(485.7154846191406, 381.95941162109375)",Ref
2590,"(485.4031677246094, 382.0323486328125)",Ref
2591,"(485.0616149902344, 382.1584167480469)",Ref
2592,"(485.0, 381.796875)",Ref
2593,"(485.0555419921875, 381.5)",Ref
2594,"(485.02935791015625, 381.7733154296875)",Ref
2595,"(485.0, 381.5)",Ref
2596,"(484.9383850097656, 381.1584167480469)",Ref
2597,"(484.9374084472656, 381.04119873046875)",Ref
2598,"(485.003662109375, 380.9104919433594)",Ref
2599,"(485.1029357910156, 380.76165771484375)",Ref
2600,"(485.5, 380.85198974609375)",Ref
2601,"(485.203125, 381.0)",Ref
2602,"(485.16693115234375, 380.9457702636719)",Ref
2603,"(485.10498046875, 380.9901428222656)",Ref
2604,"(485.1192626953125, 381.1192626953125)",Ref
2605,"(485.1181945800781, 381.19293212890625)",Ref
2606,"(485.0936584472656, 381.6305236816406)",Ref
2607,"(485.03692626953125, 381.64031982421875)",Ref
2608,"(484.90179443359375, 381.35382080078125)",Ref
2609,"(485.0, 381.203125)",Ref
2610,"(484.9025573730469, 381.1187438964844)",Stop
2610,"(484.9025573730469, 381.1187438964844)",Stop
2610,"(484.9025573730469, 381.1187438964844)",Stop
2610,"(484.9025573730469, 381.1187438964844)",Stop
2610,"(484.9025573730469, 381.1187438964844)",Stop
2610,"(702.1559448242188, 491.4773254394531)",Stop
2611,"(702.4554443359375, 491.9520263671875)",Ref
2612,"(702.6748046875, 491.9755859375)",Ref
2613,"(702.8953247070312, 492.10467529296875)",Ref
2614,"(702.9755859375, 492.3251647949219)",Ref
2615,"(702.796875, 493.0)",Ref
2616,"(702.2845458984375, 492.95941162109375)",Ref
2617,"(702.1261596679688, 493.0)",Ref
2618,"(702.1046752929688, 492.89532470703125)",Ref
2619,"(702.05419921875, 492.83306884765625)",Ref
2620,"(701.9785766601562, 492.89068603515625)",Ref
2621,"(701.8330688476562, 492.9457702636719)",Ref
2622,"(701.9063110351562, 492.7519226074219)",Ref
2623,"(702.0405883789062, 492.7154846191406)",Ref
2624,"(702.1669311523438, 492.9457702636719)",Ref
2625,"(702.5805053710938, 492.86907958984375)",Ref
2626,"(702.2997436523438, 492.5804748535156)",Ref
2627,"(702.2281494140625, 492.1211853027344)",Ref
2628,"(702.26708984375, 492.2353210449219)",Ref
2629,"(702.41552734375, 492.4859619140625)",Ref
2630,"(702.5398559570312, 492.4254455566406)",Ref
2631,"(702.2997436523438, 492.5804748535156)",Ref
2632,"(702.1990356445312, 492.84063720703125)",Ref
2633,"(702.6185302734375, 492.0)",Ref
2634,"(702.73974609375, 491.7995300292969)",Ref
2635,"(702.3807373046875, 491.8045349121094)",Ref
2636,"(702.1636962890625, 491.8406982421875)",Ref
2637,"(702.1497802734375, 491.95587158203125)",Ref
2638,"(702.2845458984375, 492.04058837890625)",Ref
2639,"(702.5574951171875, 492.0645751953125)",Ref
2640,"(702.6787719726562, 492.14971923828125)",Ref
2641,"(702.388671875, 492.0849609375)",Ref
2642,"(702.173095703125, 491.86627197265625)",Ref
2643,"(702.3268432617188, 491.5238342285156)",Ref
2644,"(702.6897583007812, 491.73382568359375)",Ref
2645,"(702.9247436523438, 491.6230773925781)",Ref
2646,"(702.2890014648438, 491.37744140625)",Ref
2647,"(702.2802124023438, 490.9474182128906)",Ref
2648,"(702.2833251953125, 490.9181823730469)",Ref
2649,"(702.6461791992188, 490.90179443359375)",Ref
2650,"(703.0, 490.923828125)",Ref
2651,"(703.02490234375, 490.5819396972656)",Ref
2652,"(702.595947265625, 490.4296569824219)",Ref
2653,"(702.431396484375, 490.4331359863281)",Ref
2654,"(702.5496826171875, 490.8623046875)",Ref
2655,"(702.6305541992188, 491.0936584472656)",Ref
2656,"(702.9384155273438, 491.1584167480469)",Ref
2657,"(702.6785888671875, 491.0)",Ref
2658,"(702.203125, 491.0)",Ref
2659,"(702.1046752929688, 491.10467529296875)",Ref
2660,"(702.4789428710938, 491.3252258300781)",Ref
2661,"(703.0470581054688, 491.06134033203125)",Ref
2662,"(703.1669311523438, 490.9457702636719)",Ref
2663,"(703.1250610351562, 491.1069030761719)",Ref
2664,"(702.9063110351562, 491.2344970703125)",Ref
2665,"(702.6708984375, 491.2654724121094)",Ref
2666,"(702.8380737304688, 491.2821960449219)",Ref
2667,"(564.0, 372.0)",Stop
2668,"(563.915771484375, 371.9662170410156)",Stop
2669,"(563.6360473632812, 371.9532470703125)",Stop
2670,"(563.5717163085938, 371.9019470214844)",Stop
2671,"(563.678466796875, 371.8751525878906)",Stop
2672,"(564.0, 372.0)",Stop
2673,"(564.0, 372.0)",Stop
2674,"(564.0, 372.0)",Stop
2675,"(564.0, 372.0)",Stop
2676,"(564.0, 372.0)",Stop
2677,"(563.6372680664062, 372.3334045410156)",Stop
2678,"(563.7847900390625, 372.65264892578125)",Stop
2679,"(564.0, 373.0)",Stop
2680,"(564.0, 373.1867370605469)",Stop
2681,"(563.9662475585938, 372.9158020019531)",Stop
2682,"(563.6057739257812, 372.7778625488281)",Stop
2683,"(563.6057739257812, 372.7778625488281)",Stop
2684,"(564.0337524414062, 372.9158020019531)",Stop
2685,"(564.24169921875, 372.75830078125)",Stop
2686,"(564.5, 372.7631530761719)",Stop
2687,"(564.0337524414062, 373.0841979980469)",Stop
2688,"(563.8008422851562, 373.5)",Stop
2689,"(563.7847900390625, 373.65264892578125)",Stop
2690,"(563.7847900390625, 373.34735107421875)",Stop
2691,"(563.9662475585938, 373.0841979980469)",Stop
2692,"(563.9662475585938, 373.0841979980469)",Stop
2693,"(563.75830078125, 373.24169921875)",Stop
2694,"(563.6057739257812, 373.2221374511719)",Stop
2695,"(563.6372680664062, 373.3334045410156)",Stop
2696,"(563.891357421875, 373.25384521484375)",Stop
2697,"(564.2152099609375, 373.65264892578125)",Stop
2698,"(564.0337524414062, 373.9158020019531)",Stop
2699,"(564.0, 374.0)",Stop
2700,"(563.9662475585938, 374.0841979980469)",Stop
2701,"(563.75830078125, 374.75830078125)",Stop
2702,"(563.9662475585938, 374.9158020019531)",Stop
2703,"(563.7847900390625, 374.65264892578125)",Stop
2704,"(563.7498168945312, 374.5)",Stop
2705,"(563.7498168945312, 374.5)",Stop
2706,"(563.6372680664062, 374.3334045410156)",Stop
2707,"(564.0, 374.1867370605469)",Stop
2708,"(564.0337524414062, 374.0841979980469)",Stop
2709,"(564.2501831054688, 374.5)",Stop
2710,"(564.0, 374.8132629394531)",Stop
2711,"(563.7847900390625, 374.65264892578125)",Stop
2712,"(563.6057739257812, 374.2221374511719)",Stop
2713,"(563.8544921875, 373.8545227050781)",Stop
2714,"(564.0, 374.0)",Stop
2715,"(563.7847900390625, 373.65264892578125)",Stop
2716,"(563.6082763671875, 373.4862060546875)",Stop
2717,"(563.3942260742188, 373.2221374511719)",Stop
2718,"(563.6057739257812, 373.2221374511719)",Stop
2719,"(564.0, 373.0)",Stop
2720,"(564.1455078125, 372.8545227050781)",Stop
2721,"(564.108642578125, 372.74615478515625)",Stop
2722,"(564.0, 373.0)",Stop
2723,"(563.8544921875, 372.8545227050781)",Stop
2724,"(563.8868408203125, 372.2802429199219)",Stop
2725,"(563.8544921875, 371.8545227050781)",Stop
2726,"(563.8544921875, 371.8545227050781)",Stop
2727,"(564.0, 372.0)",Stop
2728,"(564.0337524414062, 371.9158020019531)",Stop
2729,"(564.5, 371.80084228515625)",Stop
2730,"(564.5, 372.0)",Stop
2731,"(564.2528686523438, 372.27471923828125)",Stop
2732,"(564.0337524414062, 372.0841979980469)",Stop
2733,"(564.0, 372.0)",Stop
2734,"(563.7847900390625, 371.65264892578125)",Stop
2735,"(563.9022827148438, 371.58929443359375)",Stop
2736,"(564.0, 371.3212585449219)",Stop
2737,"(564.0, 371.1867370605469)",Stop
2738,"(564.0, 371.0)",Stop
2739,"(564.0760498046875, 371.0)",Stop
2740,"(564.321533203125, 370.8751525878906)",Stop
2741,"(564.5, 370.7631530761719)",Stop
2742,"(564.2001342773438, 370.91998291015625)",Stop
2743,"(564.0337524414062, 370.9158020019531)",Stop
2744,"(564.0, 371.3212585449219)",Stop
2745,"(564.0337524414062, 371.9158020019531)",Stop
2746,"(564.0337524414062, 371.9158020019531)",Stop
2747,"(564.0, 371.8132629394531)",Stop
2748,"(564.0, 371.8132629394531)",Stop
2749,"(564.0337524414062, 371.9158020019531)",Stop
2750,"(564.5, 371.5)",Stop
2751,"(565.0, 371.0)",Stop
2752,"(565.0, 371.0)",Stop
2753,"(564.24169921875, 371.24169921875)",Stop
2754,"(564.0, 371.0)",Stop
2755,"(564.0, 370.8132629394531)",Stop
2756,"(564.2501831054688, 370.5)",Stop
2757,"(304.179931640625, 371.859130859375)",Ref
2758,"(304.5, 372.14801025390625)",Ref
2759,"(304.44024658203125, 371.9345703125)",Ref
2760,"(304.4031982421875, 372.0018615722656)",Ref
2761,"(304.5, 372.0)",Ref
2762,"(304.64898681640625, 372.4781494140625)",Ref
2763,"(304.85247802734375, 372.4954528808594)",Ref
2764,"(304.6850891113281, 372.7039794921875)",Ref
2765,"(304.652099609375, 372.7906799316406)",Ref
2766,"(304.6209716796875, 373.1536560058594)",Ref
2767,"(305.0657958984375, 373.1790466308594)",Ref
2768,"(305.0497741699219, 373.0833435058594)",Ref
2769,"(304.8209533691406, 373.0657958984375)",Ref
2770,"(304.5, 373.0)",Ref
2771,"(304.4812316894531, 373.4846496582031)",Ref
2772,"(304.8553771972656, 373.7994689941406)",Ref
2773,"(305.4401550292969, 373.5732727050781)",Ref
2774,"(305.4498291015625, 373.56622314453125)",Ref
2775,"(305.19970703125, 373.87518310546875)",Ref
2776,"(304.8209533691406, 373.9342041015625)",Ref
2777,"(304.7225036621094, 373.8476257324219)",Ref
2778,"(304.61480712890625, 373.6492614746094)",Ref
2779,"(304.820068359375, 373.859130859375)",Ref
2780,"(304.7439270019531, 374.0)",Ref
2781,"(304.5, 374.0)",Ref
2782,"(304.40777587890625, 373.587890625)",Ref
2783,"(304.32666015625, 373.1186218261719)",Ref
2784,"(304.59161376953125, 372.87200927734375)",Ref
2785,"(304.9164123535156, 372.8510437011719)",Ref
2786,"(304.96795654296875, 373.0321044921875)",Ref
2787,"(304.9601135253906, 373.5454406738281)",Ref
2788,"(304.7197570800781, 373.8868713378906)",Ref
2789,"(304.7676086425781, 374.0113525390625)",Ref
2790,"(304.6185607910156, 374.0)",Ref
2791,"(304.5, 374.0)",Ref
2792,"(304.4803466796875, 373.86639404296875)",Ref
2793,"(304.3122863769531, 373.65423583984375)",Ref
2794,"(304.59222412109375, 373.412109375)",Ref
2795,"(304.9532775878906, 373.53973388671875)",Ref
2796,"(304.59161376953125, 373.87200927734375)",Ref
2797,"(304.3039245605469, 373.8916931152344)",Ref
2798,"(303.8190002441406, 373.6000061035156)",Ref
2799,"(304.0, 373.0)",Ref
2800,"(303.92462158203125, 372.86065673828125)",Ref
2801,"(304.03692626953125, 372.35968017578125)",Ref
2802,"(303.84185791015625, 372.0437316894531)",Ref
2803,"(303.5521545410156, 371.796875)",Ref
2804,"(303.59161376953125, 371.87200927734375)",Ref
2805,"(303.9643859863281, 371.9473571777344)",Ref
2806,"(304.3395080566406, 372.0674743652344)",Ref
2807,"(304.179931640625, 372.140869140625)",Ref
2808,"(304.3331298828125, 372.10845947265625)",Ref
2809,"(304.04058837890625, 372.7154846191406)",Ref
2810,"(303.9038391113281, 372.9038391113281)",Ref
2811,"(303.8553771972656, 372.7994689941406)",Ref
2812,"(303.7282409667969, 372.5068054199219)",Ref
2813,"(827.070556640625, 369.5448913574219)",Ref
2814,"(827.26708984375, 369.7646789550781)",Ref
2815,"(827.97509765625, 369.4180603027344)",Ref
2816,"(828.05419921875, 369.16693115234375)",Ref
2817,"(828.0555419921875, 369.5)",Ref
2818,"(827.8125, 369.4356994628906)",Ref
2819,"(827.2635498046875, 369.6042175292969)",Ref
2820,"(827.2548828125, 369.5498962402344)",Ref
2821,"(827.02490234375, 369.4180603027344)",Ref
2822,"(827.3389892578125, 369.2964172363281)",Ref
2823,"(827.3056640625, 369.3768310546875)",Ref
2824,"(827.1669311523438, 369.0542297363281)",Ref
2825,"(827.4072265625, 369.06011962890625)",Ref
2826,"(827.643798828125, 369.1080322265625)",Ref
2827,"(827.8953247070312, 369.10467529296875)",Ref
2828,"(827.9529418945312, 369.06134033203125)",Ref
2829,"(827.796875, 369.0)",Ref
2830,"(827.7197875976562, 369.0525817871094)",Ref
2831,"(827.2890014648438, 369.37744140625)",Ref
2832,"(827.0910034179688, 369.5826416015625)",Ref
2833,"(827.02490234375, 369.4180603027344)",Ref
2834,"(827.0340576171875, 369.4604187011719)",Ref
2835,"(827.0, 369.6785888671875)",Ref
2836,"(827.2364501953125, 370.1234436035156)",Ref
2837,"(827.97509765625, 370.4180603027344)",Ref
2838,"(828.0615844726562, 370.1584167480469)",Ref
2839,"(827.9384155273438, 370.8415832519531)",Ref
2840,"(827.4065551757812, 370.7483825683594)",Ref
2841,"(827.0323486328125, 370.5968322753906)",Ref
2842,"(827.05419921875, 370.16693115234375)",Ref
2843,"(827.1221923828125, 370.323974609375)",Ref
2844,"(827.0, 370.203125)",Ref
2845,"(827.0441284179688, 370.1497802734375)",Ref
2846,"(827.0, 370.0958557128906)",Ref
2847,"(827.1669311523438, 369.9457702636719)",Ref
2848,"(827.203125, 370.0)",Ref
2849,"(827.5038452148438, 369.9670104980469)",Ref
2850,"(827.2845458984375, 369.95941162109375)",Ref
2851,"(827.5932006835938, 370.24365234375)",Ref
2852,"(827.0966186523438, 370.79241943359375)",Ref
2853,"(827.1046752929688, 371.10467529296875)",Ref
2854,"(826.8330688476562, 370.9457702636719)",Ref
2855,"(826.8009643554688, 370.84063720703125)",Ref
2856,"(826.877197265625, 371.00677490234375)",Ref
2857,"(827.0323486328125, 371.4031677246094)",Ref
2858,"(827.174072265625, 371.507568359375)",Ref
2859,"(827.58447265625, 371.5140380859375)",Ref
2860,"(827.5819702148438, 372.02490234375)",Ref
2861,"(827.4180297851562, 371.97509765625)",Ref
2862,"(827.0, 371.5)",Ref
2863,"(826.9002075195312, 371.1053466796875)",Ref
2864,"(827.0, 371.0)",Ref
2865,"(827.1192626953125, 370.8807373046875)",Ref
2866,"(827.3551025390625, 370.5518493652344)",Ref
2867,"(827.1669311523438, 370.0542297363281)",Ref
2868,"(827.2114868164062, 370.022216796875)",Stop
2869,"(304.1827697753906, 371.4932861328125)",Ref
2870,"(304.4478454589844, 371.203125)",Ref
2871,"(304.5, 371.0)",Ref
2872,"(304.5, 371.14801025390625)",Ref
2873,"(304.1884460449219, 371.718994140625)",Ref
2874,"(303.9643859863281, 372.0526428222656)",Ref
2875,"(303.9502258300781, 372.0833435058594)",Ref
2876,"(303.831787109375, 371.8726501464844)",Ref
2877,"(303.8553771972656, 371.7994689941406)",Ref
2878,"(303.8539123535156, 371.6807556152344)",Ref
2879,"(304.23828125, 371.5155944824219)",Ref
2880,"(304.59161376953125, 371.12799072265625)",Ref
2881,"(304.8771667480469, 371.2333068847656)",Ref
2882,"(304.8232116699219, 371.607666015625)",Ref
2883,"(304.4862060546875, 371.6082458496094)",Ref
2884,"(304.0258483886719, 371.2430725097656)",Ref
2885,"(304.01947021484375, 371.0974426269531)",Ref
2886,"(304.0356140136719, 371.0526428222656)",Ref
2887,"(304.10498046875, 371.0098571777344)",Ref
2888,"(304.0, 370.7776184082031)",Ref
2889,"(303.82867431640625, 370.5810241699219)",Ref
2890,"(304.168212890625, 370.1273498535156)",Ref
2891,"(304.435302734375, 370.3376770019531)",Ref
2892,"(304.77813720703125, 370.2411193847656)",Ref
2893,"(304.8539123535156, 370.3192443847656)",Ref
2894,"(304.6145935058594, 370.2835693359375)",Ref
2895,"(304.5501708984375, 370.43377685546875)",Ref
2896,"(304.5, 371.0)",Ref
2897,"(304.5, 371.0)",Ref
2898,"(304.5257568359375, 371.00933837890625)",Ref
2899,"(304.4628601074219, 370.9294738769531)",Ref
2900,"(304.1406555175781, 371.0393981933594)",Ref
2901,"(304.0835876464844, 370.8510437011719)",Ref
2902,"(304.30657958984375, 370.4962463378906)",Ref
2903,"(304.87200927734375, 370.40838623046875)",Ref
2904,"(304.796142578125, 370.5)",Ref
2905,"(304.6604919433594, 370.9325256347656)",Ref
2906,"(304.5, 371.0)",Ref
2907,"(304.5, 371.0)",Ref
2908,"(304.5963439941406, 370.5)",Ref
2909,"(304.6755065917969, 370.8067321777344)",Ref
2910,"(304.59161376953125, 370.87200927734375)",Ref
2911,"(304.6190490722656, 370.8515319824219)",Ref
2912,"(304.5, 370.25018310546875)",Ref
2913,"(304.6145935058594, 370.2835693359375)",Ref
2914,"(304.5948181152344, 370.7369384765625)",Ref
2915,"(304.92669677734375, 370.54400634765625)",Ref
2916,"(305.0523376464844, 370.7156677246094)",Ref
2917,"(304.6174621582031, 370.6012878417969)",Ref
2918,"(304.8662414550781, 371.0042419433594)",Ref
2919,"(304.7197570800781, 371.1131286621094)",Ref
2920,"(304.59161376953125, 371.12799072265625)",Ref
2921,"(304.5, 371.0)",Ref
2922,"(304.3765563964844, 371.0)",Ref
2923,"(304.3543701171875, 371.5)",Ref
2924,"(304.37762451171875, 371.9570617675781)",Ref
2925,"(827.4031372070312, 369.9676513671875)",Ref
2926,"(827.8807373046875, 370.1192626953125)",Ref
2927,"(827.7739868164062, 370.77398681640625)",Ref
2928,"(827.3212280273438, 370.85028076171875)",Ref
2929,"(827.05419921875, 370.16693115234375)",Ref
2930,"(827.0441284179688, 369.8502197265625)",Ref
2931,"(826.9474487304688, 369.71978759765625)",Ref
2932,"(826.9977416992188, 369.55889892578125)",Ref
2933,"(827.02490234375, 369.4180603027344)",Ref
2934,"(827.0, 369.203125)",Ref
2935,"(827.0313720703125, 369.224365234375)",Ref
2936,"(827.203125, 369.0)",Ref
2937,"(827.5, 369.0555419921875)",Ref
2938,"(827.8807373046875, 368.8807373046875)",Ref
2939,"(827.7094116210938, 368.83270263671875)",Ref
2940,"(827.3460083007812, 368.3130798339844)",Ref
2941,"(827.3240966796875, 368.5)",Ref
2942,"(827.1669311523438, 368.9457702636719)",Ref
2943,"(827.2845458984375, 368.95941162109375)",Ref
2944,"(827.2569580078125, 368.3533630371094)",Ref
2945,"(827.1497802734375, 367.95587158203125)",Ref
2946,"(826.912109375, 367.7784118652344)",Ref
2947,"(827.0, 367.796875)",Ref
2948,"(827.5259399414062, 367.75457763671875)",Ref
2949,"(827.9163208007812, 367.3617858886719)",Ref
2950,"(828.0405883789062, 367.2845153808594)",Ref
2951,"(827.6327514648438, 367.86846923828125)",Ref
2952,"(827.2975463867188, 367.44976806640625)",Ref
2953,"(827.1046752929688, 367.10467529296875)",Ref
2954,"(827.063232421875, 366.9579162597656)",Ref
2955,"(827.1669311523438, 366.9457702636719)",Ref
2956,"(827.1447143554688, 366.8221740722656)",Ref
2957,"(827.0, 366.203125)",Ref
2958,"(827.0648193359375, 366.2743225097656)",Ref
2959,"(827.1669311523438, 366.0542297363281)",Ref
2960,"(827.63818359375, 366.08367919921875)",Ref
2961,"(827.8749389648438, 366.1069030761719)",Ref
2962,"(827.7818603515625, 365.9057312011719)",Ref
2963,"(827.2845458984375, 365.95941162109375)",Ref
2964,"(827.3214111328125, 366.0)",Ref
2965,"(827.3212280273438, 366.14971923828125)",Ref
2966,"(827.5598754882812, 366.5035095214844)",Ref
2967,"(827.5, 366.9336242675781)",Ref
2968,"(827.3963623046875, 366.8462219238281)",Ref
2969,"(827.14208984375, 366.6297302246094)",Ref
2970,"(827.197021484375, 366.64886474609375)",Ref
2971,"(827.0785522460938, 366.6256408691406)",Ref
2972,"(827.7245483398438, 366.4192810058594)",Ref
2973,"(828.05419921875, 366.16693115234375)",Ref
2974,"(827.9558715820312, 366.1497802734375)",Ref
2975,"(827.2435302734375, 366.3649597167969)",Ref
2976,"(827.1654663085938, 366.2618713378906)",Ref
2977,"(827.1046752929688, 366.10467529296875)",Ref
2978,"(827.1046752929688, 366.10467529296875)",Ref
2979,"(827.05419921875, 366.16693115234375)",Ref
2980,"(827.0, 366.203125)",Ref
2981,"(562.375, 229.97789001464844)",Ref
2982,"(562.3523559570312, 230.18170166015625)",Ref
2983,"(562.6875610351562, 230.64578247070312)",Ref
2984,"(562.8953247070312, 230.89532470703125)",Ref
2985,"(563.202880859375, 231.0)",Ref
2986,"(563.1138305664062, 231.31222534179688)",Ref
2987,"(562.9558715820312, 231.85020446777344)",Ref
2988,"(563.0, 231.8939666748047)",Ref
2989,"(563.0, 232.0)",Ref
2990,"(563.0, 232.5)",Ref
2991,"(563.0082397460938, 232.8273162841797)",Ref
2992,"(563.0079345703125, 232.7305450439453)",Ref
2993,"(562.8677978515625, 232.8782196044922)",Ref
2994,"(562.8521728515625, 232.43336486816406)",Ref
2995,"(562.879638671875, 232.5854034423828)",Ref
2996,"(562.8953247070312, 232.89532470703125)",Ref
2997,"(563.168212890625, 232.96131896972656)",Ref
2998,"(563.2833251953125, 233.08181762695312)",Ref
2999,"(563.08154296875, 233.3936004638672)",Ref
3000,"(562.9386596679688, 234.04705810546875)",Ref
3001,"(562.5933227539062, 234.00489807128906)",Ref
3002,"(562.7667236328125, 234.0)",Ref
3003,"(562.8953247070312, 233.89532470703125)",Ref
3004,"(562.8953247070312, 233.89532470703125)",Ref
3005,"(562.8078002929688, 233.5515594482422)",Ref
3006,"(562.5014038085938, 233.11329650878906)",Ref
3007,"(562.7413940429688, 232.7725067138672)",Ref
3008,"(562.944091796875, 232.61770629882812)",Ref
3009,"(563.0451049804688, 232.3271942138672)",Ref
3010,"(563.0323486328125, 232.5968475341797)",Ref
3011,"(563.0, 232.79689025878906)",Ref
3012,"(563.0576171875, 232.6393585205078)",Ref
3013,"(562.9169921875, 232.74746704101562)",Ref
3014,"(562.94580078125, 232.83306884765625)",Ref
3015,"(562.9110717773438, 232.3245849609375)",Ref
3016,"(562.5819702148438, 231.97509765625)",Ref
3017,"(562.3214111328125, 232.0)",Ref
3018,"(562.4031372070312, 232.03233337402344)",Ref
3019,"(562.8861694335938, 232.31222534179688)",Ref
3020,"(563.0, 232.1060333251953)",Ref
3021,"(563.0613403320312, 232.04705810546875)",Ref
3022,"(562.9397583007812, 232.313232421875)",Ref
3023,"(562.796875, 232.0)",Ref
3024,"(562.627685546875, 231.960205078125)",Ref
3025,"(562.3994140625, 231.3942108154297)",Ref
3026,"(562.6282958984375, 231.45619201660156)",Ref
3027,"(562.8406982421875, 231.16368103027344)",Ref
3028,"(562.7154541015625, 230.9593963623047)",Ref
3029,"(562.4700927734375, 230.74163818359375)",Ref
3030,"(562.2548828125, 230.45010375976562)",Ref
3031,"(562.80078125, 230.37652587890625)",Ref
3032,"(563.0, 230.20310974121094)",Ref
3033,"(563.0613403320312, 230.04705810546875)",Ref
3034,"(563.0, 230.0)",Ref
3035,"(562.8738403320312, 230.0)",Ref
3036,"(562.9386596679688, 229.95294189453125)",Ref
3037,"(564.7332153320312, 505.0365295410156)",Ref
3038,"(564.8953247070312, 504.89532470703125)",Ref
3039,"(564.7393798828125, 504.705322265625)",Ref
3040,"(564.30859375, 504.8476867675781)",Ref
3041,"(564.6883544921875, 504.5)",Ref
3042,"(564.936767578125, 504.0794372558594)",Ref
3043,"(565.1669311523438, 504.0542297363281)",Ref
3044,"(565.203125, 504.0)",Ref
3045,"(565.0205688476562, 504.2983703613281)",Ref
3046,"(564.796875, 504.0)",Ref
3047,"(564.97509765625, 503.5819396972656)",Ref
3048,"(564.8406982421875, 503.1636962890625)",Ref
3049,"(564.8807373046875, 503.1192626953125)",Ref
3050,"(564.5167236328125, 503.0694885253906)",Ref
3051,"(564.5424194335938, 503.0457458496094)",Ref
3052,"(564.7825317382812, 503.11187744140625)",Ref
3053,"(564.9293823242188, 503.3132019042969)",Ref
3054,"(565.0244140625, 503.3251647949219)",Ref
3055,"(565.0, 503.3214111328125)",Ref
3056,"(564.9529418945312, 503.06134033203125)",Ref
3057,"(564.796875, 503.0)",Ref
3058,"(564.8221435546875, 503.1446838378906)",Ref
3059,"(565.0479736328125, 503.5445861816406)",Ref
3060,"(565.0, 504.3214111328125)",Ref
3061,"(565.0523681640625, 504.63348388671875)",Ref
3062,"(564.975830078125, 504.2845458984375)",Ref
3063,"(564.7257080078125, 504.0647888183594)",Ref
3064,"(564.2845458984375, 504.04058837890625)",Ref
3065,"(564.8621215820312, 504.3909606933594)",Ref
3066,"(564.9676513671875, 504.4031677246094)",Ref
3067,"(565.1201782226562, 504.7708740234375)",Ref
3068,"(565.0172119140625, 505.0172119140625)",Ref
3069,"(564.97509765625, 505.5819396972656)",Ref
3070,"(564.94580078125, 505.83306884765625)",Ref
3071,"(564.63232421875, 505.77972412109375)",Ref
3072,"(564.7578735351562, 505.4676818847656)",Ref
3073,"(564.6175537109375, 505.5391540527344)",Ref
3074,"(564.6001586914062, 505.7079772949219)",Ref
3075,"(564.3656005859375, 505.3656005859375)",Ref
3076,"(564.1669311523438, 505.0542297363281)",Ref
3077,"(564.4180297851562, 505.02490234375)",Ref
3078,"(564.7154541015625, 505.04058837890625)",Ref
3079,"(564.356201171875, 505.1080322265625)",Ref
3080,"(564.466552734375, 505.33837890625)",Ref
3081,"(564.4180297851562, 505.97509765625)",Ref
3082,"(564.2281494140625, 506.1211853027344)",Ref
3083,"(564.197021484375, 506.35113525390625)",Ref
3084,"(564.1659545898438, 506.5)",Ref
3085,"(564.1309204101562, 506.41949462890625)",Ref
3086,"(564.1659545898438, 506.5)",Ref
3087,"(564.3167724609375, 506.17059326171875)",Ref
3088,"(564.796875, 506.0)",Ref
3089,"(565.0, 505.6785888671875)",Ref
3090,"(564.8330688476562, 505.9457702636719)",Ref
3091,"(564.4180297851562, 506.02490234375)",Ref
3092,"(564.0785522460938, 505.6256408691406)",Ref
3093,"(562.6389770507812, 230.5435028076172)",Stop
3094,"(562.87158203125, 230.21237182617188)",Ref
3095,"(562.8738403320312, 230.0)",Ref
3096,"(562.7197875976562, 229.94741821289062)",Ref
3097,"(562.69677734375, 229.60914611816406)",Ref
3098,"(562.730712890625, 229.5119171142578)",Ref
3099,"(562.9444580078125, 229.4821319580078)",Ref
3100,"(563.0942993164062, 229.78187561035156)",Ref
3101,"(563.5424194335938, 229.95425415039062)",Ref
3102,"(563.376953125, 230.0752410888672)",Ref
3103,"(563.1046752929688, 230.10467529296875)",Ref
3104,"(563.0, 230.20310974121094)",Ref
3105,"(562.8057250976562, 230.28273010253906)",Ref
3106,"(562.8751831054688, 230.36985778808594)",Ref
3107,"(562.6785888671875, 230.0)",Ref
3108,"(562.5, 230.0)",Ref
3109,"(562.4554443359375, 230.0479736328125)",Ref
3110,"(562.7197875976562, 229.94741821289062)",Ref
3111,"(563.05419921875, 229.83306884765625)",Ref
3112,"(563.2771606445312, 229.7355499267578)",Ref
3113,"(562.9529418945312, 229.9386444091797)",Ref
3114,"(562.796875, 230.0)",Ref
3115,"(562.7705078125, 229.8623809814453)",Ref
3116,"(562.4874877929688, 229.6057891845703)",Ref
3117,"(562.8175659179688, 229.74517822265625)",Ref
3118,"(562.7933349609375, 229.4447479248047)",Ref
3119,"(562.67041015625, 229.3314971923828)",Ref
