world_index,gaze_timestamp,gaze,marker,marker_type
4283,8825.97443503893,"(827.2118758026893, 209.04849943119606)","(825.0836181640625, 226.85105895996094)",Ref
4283,8825.985472019931,"(821.8217342351236, 207.80027280634332)","(825.0836181640625, 226.85105895996094)",Ref
4284,8826.00056831593,"(825.5137117721398, 205.11378547475886)","(824.9384155273438, 226.1584014892578)",Ref
4284,8826.00770618693,"(824.6560613127609, 206.0368747476005)","(824.9384155273438, 226.1584014892578)",Ref
4284,8826.01873901993,"(824.3084486485191, 203.5255147849027)","(824.9384155273438, 226.1584014892578)",Ref
4285,8826.03278229793,"(824.6332916636616, 206.3781408498201)","(824.8190307617188, 226.3999786376953)",Ref
4285,8826.04078535293,"(822.0057679889044, 201.25223484937337)","(824.8190307617188, 226.3999786376953)",Ref
4285,8826.05201203893,"(824.3908565146533, 202.57275130863513)","(824.8190307617188, 226.3999786376953)",Ref
4286,8826.065085519931,"(825.9941901362386, 206.94104186281552)","(824.3331298828125, 226.89154052734375)",Ref
4286,8826.07423126093,"(828.0066981027397, 197.66555713071858)","(824.3331298828125, 226.89154052734375)",Ref
4286,8826.08521222393,"(822.157684288121, 198.74148315457202)","(824.3331298828125, 226.89154052734375)",Ref
4287,8826.098457982931,"(827.9687449923613, 197.67155017681844)","(824.1480102539062, 226.5)",Ref
4287,8826.107312352931,"(829.4260402200964, 194.53366728083188)","(824.1480102539062, 226.5)",Ref
4287,8826.118587019932,"(827.8099879604599, 196.35093854981386)","(824.1480102539062, 226.5)",Ref
4288,8826.13148444593,"(828.5786981084491, 198.8050835427657)","(823.9351806640625, 226.72569274902344)",Ref
4288,8826.14094431593,"(827.873347334962, 199.36574523666872)","(823.9351806640625, 226.72569274902344)",Ref
4288,8826.15242383493,"(826.5570006161522, 196.88565696644483)","(823.9351806640625, 226.72569274902344)",Ref
4289,8826.16710864993,"(825.6136768631709, 196.32158371927343)","(823.9644165039062, 226.94735717773438)",Ref
4289,8826.173978797931,"(826.8743732454324, 196.2125744147966)","(823.9644165039062, 226.94735717773438)",Ref
4289,8826.185736612932,"(825.7805872268316, 193.4542878099535)","(823.9644165039062, 226.94735717773438)",Ref
4290,8826.19811151993,"(823.789167442246, 194.64369336286504)","(824.1406860351562, 226.9606170654297)",Ref
4290,8826.20703955693,"(826.3826162226006, 201.25106104178192)","(824.1406860351562, 226.9606170654297)",Ref
4290,8826.22098835293,"(828.542397916318, 197.407687332149)","(824.1406860351562, 226.9606170654297)",Ref
4291,8826.23132996393,"(826.7028082625126, 199.0298386664656)","(824.5651245117188, 226.4186553955078)",Ref
4291,8826.240765167931,"(825.5899514347499, 195.12876965752457)","(824.5651245117188, 226.4186553955078)",Ref
4291,8826.251691575932,"(826.699484480648, 195.70436167585575)","(824.5651245117188, 226.4186553955078)",Ref
4292,8826.26483396393,"(826.128980966141, 199.25540386314893)","(824.941650390625, 226.0721893310547)",Ref
4292,8826.273747649931,"(823.7375818511739, 201.30431211991464)","(824.941650390625, 226.0721893310547)",Ref
4292,8826.285067260931,"(825.6469749321648, 202.1912185003354)","(824.941650390625, 226.0721893310547)",Ref
4293,8826.29807074193,"(823.6364259259014, 199.47861196073922)","(824.8068237304688, 226.03709411621094)",Ref
4293,8826.306919130931,"(824.4362651131407, 202.95978729308868)","(824.8068237304688, 226.03709411621094)",Ref
4293,8826.320479815931,"(825.169094602134, 201.66103177042638)","(824.8068237304688, 226.03709411621094)",Ref
4294,8826.333236593931,"(823.4891368753947, 203.09033566265435)","(824.4188232421875, 225.88038635253906)",Ref
4294,8826.34038451993,"(822.7080606434217, 198.6886914262271)","(824.4188232421875, 225.88038635253906)",Ref
4294,8826.35152416793,"(824.5714759078402, 203.7400853709999)","(824.4188232421875, 225.88038635253906)",Ref
4295,8826.36574290893,"(826.4167757313166, 198.75912726868913)","(824.22119140625, 226.00169372558594)",Ref
4295,8826.37361696393,"(822.619071611373, 201.55993037664996)","(824.22119140625, 226.00169372558594)",Ref
4295,8826.38528203793,"(826.7974623346649, 201.07391087386083)","(824.22119140625, 226.00169372558594)",Ref
4296,8826.397849797931,"(824.3666149563892, 201.63873522895383)","(824.3814697265625, 226.0)",Ref
4296,8826.407075797932,"(823.6173131055182, 206.00380724646456)","(824.3814697265625, 226.0)",Ref
4296,8826.41806107493,"(825.2804841759609, 200.27023966542208)","(824.3814697265625, 226.0)",Ref
4297,8826.43118740893,"(827.0005386699853, 200.1197297977189)","(824.2430419921875, 226.02584838867188)",Ref
4297,8826.44009490893,"(825.0529657689209, 202.8690999284589)","(824.2430419921875, 226.02584838867188)",Ref
4297,8826.451654871931,"(824.8433866025887, 198.21990334358753)","(824.2430419921875, 226.02584838867188)",Ref
4298,8826.46442879793,"(825.6950396838467, 201.16216235769173)","(824.6000366210938, 226.1809844970703)",Ref
4298,8826.47345338993,"(828.3738708971925, 200.11982715161056)","(824.6000366210938, 226.1809844970703)",Ref
4298,8826.48463368693,"(827.475965466447, 202.35542891629984)","(824.6000366210938, 226.1809844970703)",Ref
4299,8826.499664834932,"(824.1347032715387, 205.02697084220623)","(824.2845458984375, 226.0406036376953)",Ref
4299,8826.50673531593,"(826.8194194846731, 203.4166961513568)","(824.2845458984375, 226.0406036376953)",Ref
4299,8826.51779563093,"(825.0555885469497, 206.0351119528392)","(824.2845458984375, 226.0406036376953)",Ref
4300,8826.531273760931,"(827.5396432945671, 204.92919728020001)","(824.1029663085938, 225.7616424560547)",Ref
4300,8826.540056963931,"(829.902543173112, 206.21711461145054)","(824.1029663085938, 225.7616424560547)",Ref
4300,8826.551261334931,"(829.7651576279712, 209.2085577219335)","(824.1029663085938, 225.7616424560547)",Ref
4301,8826.56436303793,"(828.4541598499325, 205.9621638190157)","(824.0, 225.79689025878906)",Ref
