world_index,gaze_timestamp,gaze,marker,marker_type
1296,8726.424165245931,"(632.1195555846921, 377.97886893944803)","(688.0626831054688, 385.0618591308594)",Ref
1296,8726.433278838931,"(633.8973726282086, 375.81935504696696)","(688.0626831054688, 385.0618591308594)",Ref
1296,8726.444224412931,"(640.7212580969315, 378.8673362514679)","(688.0626831054688, 385.0618591308594)",Ref
1297,8726.457206653931,"(649.0190954683778, 374.38305549195087)","(695.0936889648438, 384.6305236816406)",Ref
1297,8726.46656848693,"(648.9830992203033, 374.6811071390026)","(695.0936889648438, 384.6305236816406)",Ref
1297,8726.477526875931,"(650.5493328976738, 373.53792031123584)","(695.0936889648438, 384.6305236816406)",Ref
1297,8726.49061059793,"(653.1723532266915, 373.6539516232813)","(695.0936889648438, 384.6305236816406)",Ref
1298,8726.50198400493,"(654.1978227476177, 372.02610391963077)","(694.5489501953125, 384.58514404296875)",Ref
1298,8726.510988634931,"(658.1141807047425, 375.03031780536907)","(694.5489501953125, 384.58514404296875)",Ref
1300,8726.56627050493,"(673.837228541459, 369.8242402931655)","(722.1192626953125, 383.8807373046875)",Ref
1300,8726.57719944993,"(678.0650165530363, 369.50711731063495)","(722.1192626953125, 383.8807373046875)",Ref
1300,8726.59037456093,"(683.7335686793435, 369.7227256688891)","(722.1192626953125, 383.8807373046875)",Ref
1301,8726.601827245931,"(686.5466196236241, 371.1244538000061)","(732.2322387695312, 383.7247619628906)",Ref
1301,8726.610627356931,"(688.2941858677732, 372.04026805884683)","(732.2322387695312, 383.7247619628906)",Ref
1302,8726.62371928293,"(688.8077786702638, 371.98655289994923)","(740.05419921875, 383.83306884765625)",Ref
1302,8726.63284502393,"(697.3108492227764, 374.5007997212451)","(740.05419921875, 383.83306884765625)",Ref
1302,8726.64386933893,"(697.1674725316832, 371.65563896155146)","(740.05419921875, 383.83306884765625)",Ref
1302,8726.656917171931,"(699.7571238640458, 374.6332450921102)","(740.05419921875, 383.83306884765625)",Ref
1304,8726.692230208932,"(711.2765663865248, 372.0468113133095)","(757.6630859375, 384.286865234375)",Ref
1304,8726.702001393931,"(711.5890642775676, 370.47306782407975)","(757.6630859375, 384.286865234375)",Ref
1304,8726.71055367193,"(713.5358367242927, 371.3422294358212)","(757.6630859375, 384.286865234375)",Ref
1305,8726.724665041931,"(717.9905184797763, 368.9157234287098)","(766.3643798828125, 383.8835754394531)",Ref
1305,8726.73251300493,"(722.6798953499456, 369.0118786737049)","(766.3643798828125, 383.8835754394531)",Ref
1305,8726.743568745931,"(726.4480522689793, 370.80729115797396)","(766.3643798828125, 383.8835754394531)",Ref
1305,8726.75670807893,"(728.5459607476406, 370.8845460786863)","(766.3643798828125, 383.8835754394531)",Ref
1306,8726.765906486931,"(731.6164014032702, 367.49320861059687)","(776.1126708984375, 383.51068115234375)",Ref
1306,8726.77675720893,"(737.6519796491, 368.72060092469184)","(776.1126708984375, 383.51068115234375)",Ref
1306,8726.79024554193,"(740.6991731257913, 369.34764073856843)","(776.1126708984375, 383.51068115234375)",Ref
1307,8726.79924226393,"(740.4456371053604, 372.2173012642004)","(783.4544067382812, 383.4119567871094)",Ref
1307,8726.81003806093,"(747.7551960390524, 367.47849728502376)","(783.4544067382812, 383.4119567871094)",Ref
1309,8726.85863652393,"(758.3730721097463, 371.0627336822624)","(800.877197265625, 383.00677490234375)",Ref
1309,8726.86565704193,"(757.1126912276864, 377.3569540908084)","(800.877197265625, 383.00677490234375)",Ref
1309,8726.87662539393,"(761.4648419498685, 368.3450268286866)","(800.877197265625, 383.00677490234375)",Ref
1309,8726.89003672693,"(762.6500660469324, 369.67692383908)","(800.877197265625, 383.00677490234375)",Ref
1310,8726.89909628293,"(766.771184315212, 366.17623180304275)","(810.5185546875, 382.5680236816406)",Ref
1310,8726.91119152393,"(770.0927487836911, 365.6753742878665)","(810.5185546875, 382.5680236816406)",Ref
1311,8726.92321007893,"(776.6230035693086, 369.84941810633035)","(819.0613403320312, 383.04705810546875)",Ref
1311,8726.932510412931,"(799.6150605036778, 366.79460502690614)","(819.0613403320312, 383.04705810546875)",Ref
1311,8726.943205930931,"(806.4025872396426, 363.25543078727145)","(819.0613403320312, 383.04705810546875)",Ref
1311,8726.956311578931,"(805.1046381000173, 364.6144433427966)","(819.0613403320312, 383.04705810546875)",Ref
1312,8726.965471763931,"(806.9990094593686, 363.1856427359457)","(829.5831909179688, 383.19781494140625)",Stop
1312,8726.97647283793,"(809.9324695388318, 365.08025560745773)","(829.5831909179688, 383.19781494140625)",Stop
1312,8726.989866041931,"(812.1731896026087, 363.39942008621756)","(829.5831909179688, 383.19781494140625)",Stop
1317,8727.12317961593,"(820.7224984523162, 366.2615641421127)","(299.5, 388.0)",Ref
1317,8727.13201330093,"(820.4939477324169, 364.76241926336223)","(299.5, 388.0)",Ref
1317,8727.14287935693,"(747.4414388956063, 377.9574850282185)","(299.5, 388.0)",Ref
1317,8727.15602398593,"(615.6055745034915, 382.0395379723924)","(299.5, 388.0)",Ref
1319,8727.19126802293,"(320.29195537553795, 407.3276131090358)","(320.0647888183594, 387.7256774902344)",Ref
1319,8727.198478171931,"(314.5385791128216, 405.660831966108)","(320.0647888183594, 387.7256774902344)",Ref
1319,8727.20938331993,"(316.07428213294867, 404.58504214502824)","(320.0647888183594, 387.7256774902344)",Ref
1319,8727.22265857893,"(315.6337469405334, 401.3770051365244)","(320.0647888183594, 387.7256774902344)",Ref
1320,8727.231999763932,"(315.6659281690418, 400.7968358735215)","(330.3238830566406, 387.7815856933594)",Ref
1320,8727.242862300931,"(315.9029963937759, 400.38729404370304)","(330.3238830566406, 387.7815856933594)",Ref
1320,8727.255871578931,"(316.0729168907052, 400.5169010738476)","(330.3238830566406, 387.7815856933594)",Ref
1321,8727.265597115931,"(315.3388599302591, 400.8915235434425)","(341.38336181640625, 387.52734375)",Ref
1321,8727.276631596931,"(314.62535577764936, 400.5963255476098)","(341.38336181640625, 387.52734375)",Ref
1321,8727.28938920893,"(317.5478658729841, 399.234909388614)","(341.38336181640625, 387.52734375)",Ref
1322,8727.29875644893,"(319.0121249363559, 398.969583758587)","(351.0, 387.6785888671875)",Ref
1322,8727.309253226931,"(320.73700962880827, 399.113608200802)","(351.0, 387.6785888671875)",Ref
1324,8727.35690337493,"(324.3009952825705, 397.0731495720741)","(371.8274230957031, 387.4416198730469)",Ref
1324,8727.36597674593,"(327.3863379235182, 396.11156295622374)","(371.8274230957031, 387.4416198730469)",Ref
1324,8727.380341745931,"(328.08669909016044, 396.7447248832273)","(371.8274230957031, 387.4416198730469)",Ref
1325,8727.39323389393,"(331.1716856946563, 396.8295684058217)","(381.23834228515625, 387.1029357910156)",Ref
1326,8727.42498328293,"(342.6679284716015, 395.60073545449126)","(391.9543762207031, 387.34716796875)",Ref
1326,8727.434374633931,"(346.6015335461366, 392.9631224151559)","(391.9543762207031, 387.34716796875)",Ref
1326,8727.44842324593,"(347.5226004389349, 393.6879799480656)","(391.9543762207031, 387.34716796875)",Ref
1327,8727.45839965293,"(350.34602172252096, 392.5389713604472)","(401.5514831542969, 387.1255798339844)",Ref
1327,8727.46423748593,"(353.7398076698456, 394.8016307579837)","(401.5514831542969, 387.1255798339844)",Ref
1327,8727.478771115932,"(359.95561137761115, 393.87656917681477)","(401.5514831542969, 387.1255798339844)",Ref
1327,8727.488247837931,"(361.1776157040825, 391.68171914899744)","(401.5514831542969, 387.1255798339844)",Ref
1329,8727.529350096931,"(374.37613900669373, 390.4976414644316)","(422.0, 386.5)",Ref
1329,8727.539884467931,"(373.0311222087415, 390.5008070958669)","(422.0, 386.5)",Ref
1329,8727.552948282932,"(362.7605368386511, 386.1785351270472)","(422.0, 386.5)",Ref
1330,8727.56208783793,"(367.5860333365798, 384.2307458591882)","(431.95587158203125, 385.8502197265625)",Ref
1330,8727.57390187493,"(372.7797702443373, 385.1729890222409)","(431.95587158203125, 385.8502197265625)",Ref
1330,8727.586277744931,"(376.79724316272586, 381.3942093014402)","(431.95587158203125, 385.8502197265625)",Ref
1331,8727.595329967931,"(378.682366106665, 383.98516800600333)","(442.87725830078125, 385.2472229003906)",Ref
1331,8727.60638046793,"(381.55005406988846, 383.4123542596872)","(442.87725830078125, 385.2472229003906)",Ref
1331,8727.621768763931,"(382.9725014022499, 383.926165139569)","(442.87725830078125, 385.2472229003906)",Ref
1332,8727.62894522693,"(385.20375420307334, 384.5547767450644)","(452.5, 384.9444580078125)",Ref
1332,8727.64048268993,"(387.7826716180257, 379.3671682400852)","(452.5, 384.9444580078125)",Ref
1332,8727.654171041931,"(393.5043458910692, 381.2219943405219)","(452.5, 384.9444580078125)",Ref
1334,8727.695161115931,"(402.307770116781, 382.20894262925935)","(474.3782653808594, 383.76568603515625)",Ref
1334,8727.70722935693,"(407.7047376807443, 375.3347796201908)","(474.3782653808594, 383.76568603515625)",Ref
1334,8727.719426041931,"(425.36168759041095, 377.5516609750301)","(474.3782653808594, 383.76568603515625)",Ref
1335,8727.728758948931,"(433.6476771296019, 377.7021605166047)","(484.5, 384.0)",Ref
1335,8727.73948618993,"(434.2186280323279, 378.84507002300234)","(484.5, 384.0)",Ref
1335,8727.75257278193,"(439.4312409140917, 378.27681945069395)","(484.5, 384.0)",Ref
1336,8727.76226730093,"(437.99241109645163, 376.46864587759956)","(494.9437561035156, 384.3222351074219)",Ref
1336,8727.773542985931,"(441.13960580089724, 376.77364003170567)","(494.9437561035156, 384.3222351074219)",Ref
1336,8727.78593868993,"(448.16797304824513, 379.39868073588565)","(494.9437561035156, 384.3222351074219)",Ref
1337,8727.79561820793,"(452.3765344242372, 374.2982144327228)","(504.0258483886719, 384.2430725097656)",Ref
1337,8727.80606504193,"(453.99418871265425, 378.655332710482)","(504.0258483886719, 384.2430725097656)",Ref
1337,8727.82046693093,"(457.66624032497714, 378.08195223470557)","(504.0258483886719, 384.2430725097656)",Ref
1339,8727.86219407893,"(466.40096605062854, 378.1599920389733)","(524.3782958984375, 384.23431396484375)",Ref
1339,8727.87335541193,"(468.04786698220767, 376.3269118283396)","(524.3782958984375, 384.23431396484375)",Ref
1339,8727.88565350493,"(470.60730435469645, 374.6322407948483)","(524.3782958984375, 384.23431396484375)",Ref
1340,8727.89503922693,"(476.8084629404759, 380.4083820392055)","(534.2867431640625, 384.23699951171875)",Ref
1340,8727.90694500493,"(479.88211239360976, 376.06865497734947)","(534.2867431640625, 384.23699951171875)",Ref
1340,8727.91906822693,"(480.1856227329256, 375.54580364709943)","(534.2867431640625, 384.23699951171875)",Ref
1341,8727.930051133932,"(484.11960221501454, 376.90197032237853)","(545.3009033203125, 383.9226989746094)",Ref
1341,8727.93934192993,"(487.63168693771104, 377.00653627492005)","(545.3009033203125, 383.9226989746094)",Ref
1341,8727.953016263931,"(491.11244279052244, 376.8219694004049)","(545.3009033203125, 383.9226989746094)",Ref
1342,8727.96170613393,"(494.9841467409302, 379.90851228862147)","(555.0244140625, 383.6748352050781)",Ref
1342,8727.973193966931,"(495.9355413397807, 377.21684305263324)","(555.0244140625, 383.6748352050781)",Ref
1342,8727.986876318932,"(499.41481922385253, 377.50355521148333)","(555.0244140625, 383.6748352050781)",Ref
1344,8728.029829485931,"(512.5180664497439, 378.03807750572264)","(576.6407470703125, 383.154052734375)",Ref
1344,8728.03995452293,"(515.1553013748413, 376.87618487872817)","(576.6407470703125, 383.154052734375)",Ref
1344,8728.05210665293,"(520.3767542679307, 377.9654860399161)","(576.6407470703125, 383.154052734375)",Ref
1345,8728.061364559931,"(523.1125917003403, 377.4566516228012)","(586.7569580078125, 382.9741516113281)",Ref
1345,8728.07302861593,"(529.6253478472937, 377.89324400019785)","(586.7569580078125, 382.9741516113281)",Ref
1345,8728.08532061593,"(532.601010100922, 375.63790588308217)","(586.7569580078125, 382.9741516113281)",Ref
1346,8728.094732189931,"(535.7280338952447, 377.41242259602996)","(597.4896240234375, 383.09527587890625)",Stop
1346,8728.10661455993,"(538.1793558106982, 378.24503495632666)","(597.4896240234375, 383.09527587890625)",Stop
1346,8728.118696689931,"(541.5661021381663, 378.15789274526753)","(597.4896240234375, 383.09527587890625)",Stop
1347,8728.128032281931,"(547.006138263674, 378.5640705649025)","(606.9384155273438, 383.1584167480469)",Ref
1347,8728.139524892931,"(549.62897427322, 373.65669163016565)","(606.9384155273438, 383.1584167480469)",Ref
1349,8728.19750613393,"(565.7778403758724, 374.47246605685194)","(627.6569213867188, 383.4175109863281)",Ref
1349,8728.20791252293,"(572.3968508924894, 378.6094196233913)","(627.6569213867188, 383.4175109863281)",Ref
1349,8728.22208387493,"(572.9723466439062, 374.2766605598078)","(627.6569213867188, 383.4175109863281)",Ref
1350,8728.230918874931,"(574.5040982763727, 375.764506620624)","(637.9606323242188, 383.8593444824219)",Ref
1350,8728.241246837932,"(584.5170302372205, 377.72351639833687)","(637.9606323242188, 383.8593444824219)",Ref
1351,8728.25658067093,"(585.614577192483, 376.77588724555136)","(649.264404296875, 383.6580505371094)",Stop
1351,8728.26287220793,"(589.4253948920531, 382.2829689647136)","(649.264404296875, 383.6580505371094)",Stop
1351,8728.27380557793,"(587.8450396970993, 369.29053389355505)","(649.264404296875, 383.6580505371094)",Stop
1351,8728.287841059931,"(599.5251214223667, 366.8905906552642)","(649.264404296875, 383.6580505371094)",Stop
1352,8728.296582985931,"(602.1565949739303, 379.1821635045122)","(659.05419921875, 384.16693115234375)",Ref
1352,8728.30709450393,"(607.7590019247517, 375.21763706133083)","(659.05419921875, 384.16693115234375)",Ref
1352,8728.32185618893,"(609.2329565514227, 374.31247724419734)","(659.05419921875, 384.16693115234375)",Ref
1354,8728.35628741193,"(620.3679185593335, 375.8237882584061)","(679.97119140625, 384.44464111328125)",Ref
1354,8728.366372466931,"(625.9860482741839, 376.0409329926004)","(679.97119140625, 384.44464111328125)",Ref
1354,8728.38220052293,"(630.8119949244942, 374.9729277122195)","(679.97119140625, 384.44464111328125)",Ref
1355,8728.41075194893,"(637.1261070492104, 376.98813262602107)","(690.0, 384.796875)",Ref
1355,8728.41896217093,"(647.8782210143986, 374.1656444572474)","(690.0, 384.796875)",Ref
1356,8728.42964978193,"(650.3120049682007, 373.84126627717666)","(701.3123168945312, 385.0)",Stop
1356,8728.44643187493,"(652.1460225065018, 371.36478458564693)","(701.3123168945312, 385.0)",Stop
1357,8728.475646096931,"(668.9100059084976, 377.0839305009099)","(710.796875, 385.0)",Ref
1357,8728.48483181893,"(670.5016276302863, 375.65715838018514)","(710.796875, 385.0)",Ref
1359,8728.533840892931,"(687.4631075107006, 375.8982784519972)","(730.648681640625, 384.5)",Ref
1360,8728.573333577931,"(695.0127497296443, 377.28774205895843)","(741.1046752929688, 383.89532470703125)",Ref
1361,8728.599884485931,"(708.7909157796423, 373.0792275387575)","(752.3106079101562, 383.5076904296875)",Stop
1361,8728.60759857793,"(711.910012769383, 368.931140253138)","(752.3106079101562, 383.5076904296875)",Stop
1361,8728.618297559931,"(713.7597565477668, 373.07741840735537)","(752.3106079101562, 383.5076904296875)",Stop
1362,8728.63395635593,"(717.4726086532224, 372.40251278968293)","(762.0, 383.203125)",Ref
1362,8728.64324111493,"(724.0823561090901, 370.3539232265989)","(762.0, 383.203125)",Ref
1362,8728.65429185593,"(727.9890594355039, 371.2353567347154)","(762.0, 383.203125)",Ref
1364,8728.69774883693,"(740.7343486978809, 372.2141401369206)","(782.7971801757812, 381.5)",Ref
1364,8728.70671192993,"(744.1803267051123, 371.4856959271506)","(782.7971801757812, 381.5)",Ref
1364,8728.71800661493,"(750.2829825989005, 370.52695002299566)","(782.7971801757812, 381.5)",Ref
1365,8728.73198896693,"(754.0513949294714, 369.7074461159987)","(792.9063110351562, 381.2344970703125)",Ref
1365,8728.740179577931,"(754.5642970366769, 367.09706090038605)","(792.9063110351562, 381.2344970703125)",Ref
1365,8728.75354646693,"(757.0835330664677, 367.40472673642813)","(792.9063110351562, 381.2344970703125)",Ref
1366,8728.76388126293,"(761.4374372149036, 369.9702351657677)","(804.22119140625, 380.9305725097656)",Stop
1366,8728.77294959693,"(762.7657400553258, 371.0761954743769)","(804.22119140625, 380.9305725097656)",Stop
1366,8728.784121207931,"(765.0021339009699, 367.45797153863776)","(804.22119140625, 380.9305725097656)",Stop
1367,8728.79891933693,"(769.0711001852942, 369.29883176351836)","(814.05419921875, 380.83306884765625)",Ref
1367,8728.80663983693,"(772.2884582884224, 369.8095439861976)","(814.05419921875, 380.83306884765625)",Ref
1367,8728.81732435593,"(770.7279209710895, 368.96624732522247)","(814.05419921875, 380.83306884765625)",Ref
1377,8729.13226800393,"(328.684337484117, 391.2094063468999)","(311.649169921875, 246.36692810058594)",Ref
1377,8729.13934307793,"(329.0518872407648, 392.1275561427796)","(311.649169921875, 246.36692810058594)",Ref
1377,8729.150266892932,"(328.1828748575566, 391.1227211370311)","(311.649169921875, 246.36692810058594)",Ref
1379,8729.196769929931,"(328.7411014572758, 390.4658280087597)","(326.1953430175781, 254.20777893066406)",Ref
1379,8729.205794595931,"(335.47385540291737, 387.5480930683443)","(326.1953430175781, 254.20777893066406)",Ref
1379,8729.21704139293,"(329.56389527848665, 388.4787170218695)","(326.1953430175781, 254.20777893066406)",Ref
1380,8729.23010652193,"(334.03043698594195, 384.2305926011261)","(328.7569274902344, 255.02584838867188)",Ref
1380,8729.23917004093,"(334.40648655198623, 349.8676413254549)","(328.7569274902344, 255.02584838867188)",Ref
1380,8729.25037978193,"(327.75261735827246, 309.702492408081)","(328.7569274902344, 255.02584838867188)",Ref
1382,8729.29864594793,"(329.9274935072793, 304.0629206169972)","(338.3221130371094, 260.8006591796875)",Ref
1382,8729.305710429931,"(329.30200503245794, 305.51321483204714)","(338.3221130371094, 260.8006591796875)",Ref
1382,8729.31697705893,"(329.37710838504154, 303.59219806097616)","(338.3221130371094, 260.8006591796875)",Ref
1383,8729.329876021931,"(332.0161437181869, 302.23074062729063)","(335.34722900390625, 259.3208312988281)",Stop
1383,8729.338911392932,"(333.2763740281622, 301.51639741141554)","(335.34722900390625, 259.3208312988281)",Stop
1383,8729.35027104093,"(334.8202427990338, 303.3077958549045)","(335.34722900390625, 259.3208312988281)",Stop
1385,8729.392570540931,"(316.27829102291844, 290.5848213875806)","(354.95941162109375, 269.2845153808594)",Ref
1385,8729.42004142993,"(321.4059589722792, 289.26990098959493)","(354.95941162109375, 269.2845153808594)",Ref
1387,8729.462289206931,"(328.8976351986799, 291.6288575494219)","(365.8436279296875, 274.44854736328125)",Ref
1387,8729.475136206931,"(331.8283279645396, 289.5493390321978)","(365.8436279296875, 274.44854736328125)",Ref
1387,8729.48463566993,"(332.97968990316, 291.1523079418686)","(365.8436279296875, 274.44854736328125)",Ref
1388,8729.49226683693,"(335.79479347714476, 288.8355282004417)","(367.7962951660156, 275.0)",Ref
1388,8729.50371813293,"(334.53898183823935, 291.7946083234179)","(367.7962951660156, 275.0)",Ref
1388,8729.51603281793,"(336.07024492753237, 289.0139469057635)","(367.7962951660156, 275.0)",Ref
1390,8729.55883779993,"(342.8448911008768, 291.7831396131919)","(382.7154846191406, 282.95941162109375)",Ref
1390,8729.570202817931,"(347.02692977105676, 293.43390433215706)","(382.7154846191406, 282.95941162109375)",Ref
1390,8729.58261929993,"(347.7808865053174, 291.85052843473835)","(382.7154846191406, 282.95941162109375)",Ref
1391,8729.59199292893,"(349.2522505636753, 293.99997582943934)","(385.11236572265625, 284.88763427734375)",Ref
1391,8729.603544280932,"(348.94562313728, 291.7862606401747)","(385.11236572265625, 284.88763427734375)",Ref
1391,8729.61673716993,"(353.7092342224622, 293.22593948822396)","(385.11236572265625, 284.88763427734375)",Ref
1392,8729.62521598493,"(352.86346833074276, 295.47756212104684)","(393.81756591796875, 289.25482177734375)",Ref
1392,8729.63604050393,"(357.2211089161742, 297.17300082225177)","(393.81756591796875, 289.25482177734375)",Ref
1392,8729.65039320693,"(359.0755313283819, 299.0327873851773)","(393.81756591796875, 289.25482177734375)",Ref
1393,8729.65880507793,"(359.3474964525341, 301.25435377347145)","(395.0, 290.7962951660156)",Ref
1393,8729.670174854931,"(361.3833774365163, 297.14241905586766)","(395.0, 290.7962951660156)",Ref
1393,8729.68241322593,"(363.25204029579595, 300.18640881199144)","(395.0, 290.7962951660156)",Ref
1395,8729.724786539931,"(372.95027718136504, 303.20094035184894)","(409.87432861328125, 299.29229736328125)",Ref
1395,8729.73657505893,"(373.15582709557486, 306.9988696984211)","(409.87432861328125, 299.29229736328125)",Ref
1395,8729.748995095932,"(373.87865988287626, 306.40375264833426)","(409.87432861328125, 299.29229736328125)",Ref
1397,8729.79147329993,"(378.81955400012487, 305.17644350642854)","(420.56561279296875, 305.1568298339844)",Ref
1397,8729.80312903993,"(384.63494456826265, 308.7416054730533)","(420.56561279296875, 305.1568298339844)",Ref
1397,8729.81688652193,"(384.6612063370069, 309.7368467271731)","(420.56561279296875, 305.1568298339844)",Ref
1400,8729.89123178093,"(397.62310444068873, 317.78996045282526)","(437.5682373046875, 314.3246154785156)",Ref
1400,8729.90226394793,"(400.8458673693119, 315.60768102798)","(437.5682373046875, 314.3246154785156)",Ref
1400,8729.915279965931,"(402.7313801100863, 316.7062761837684)","(437.5682373046875, 314.3246154785156)",Ref
1402,8729.95772428093,"(411.0340596494491, 321.5197429119566)","(449.3613586425781, 320.24700927734375)",Ref
1402,8729.970940984931,"(411.03030822909534, 320.6873384417386)","(449.3613586425781, 320.24700927734375)",Ref
1402,8729.983165373931,"(411.84185772724584, 321.81195698606706)","(449.3613586425781, 320.24700927734375)",Ref
1404,8730.02467955893,"(422.08419380745084, 324.1756244236193)","(460.16693115234375, 326.0542297363281)",Ref
1404,8730.035278484931,"(423.93911697210706, 325.64866541566806)","(460.16693115234375, 326.0542297363281)",Ref
1404,8730.04834420693,"(426.37805730440755, 328.4684387779428)","(460.16693115234375, 326.0542297363281)",Ref
1406,8730.09105650293,"(433.1631114057893, 330.87454395185244)","(471.2204895019531, 331.7795104980469)",Ref
1406,8730.10184196593,"(438.3173472577819, 331.9693983940841)","(471.2204895019531, 331.7795104980469)",Ref
1406,8730.11490141093,"(437.9008687872192, 332.03534707880476)","(471.2204895019531, 331.7795104980469)",Ref
1408,8730.160404298931,"(445.46204084915695, 334.6136510041515)","(477.73291015625, 333.7646789550781)",Ref
1408,8730.17339702193,"(449.0417901706327, 334.24342884586764)","(477.73291015625, 333.7646789550781)",Ref
1408,8730.184765836932,"(448.8643181746339, 333.89809809599114)","(477.73291015625, 333.7646789550781)",Ref
1409,8730.19322416993,"(450.8820748015606, 334.92493120956016)","(485.11236572265625, 336.88763427734375)",Ref
1409,8730.20448013293,"(451.96733225173807, 334.20544096774006)","(485.11236572265625, 336.88763427734375)",Ref
1409,8730.21797092893,"(456.9527981720422, 336.38865641121384)","(485.11236572265625, 336.88763427734375)",Ref
1410,8730.226495854931,"(455.9330035507845, 335.3099291490886)","(494.0323486328125, 341.4031677246094)",Ref
1410,8730.237770873931,"(456.1923502026173, 335.09765633423433)","(494.0323486328125, 341.4031677246094)",Ref
1410,8730.25120626193,"(460.3597767070371, 338.6988885169677)","(494.0323486328125, 341.4031677246094)",Ref
1411,8730.26231891093,"(463.0672691232446, 337.46419348312895)","(497.11236572265625, 343.11236572265625)",Ref
1411,8730.270691132931,"(462.31506589528715, 338.8415665004151)","(497.11236572265625, 343.11236572265625)",Ref
1411,8730.284680780931,"(466.7522127386368, 340.07088312678496)","(497.11236572265625, 343.11236572265625)",Ref
1412,8730.29278709593,"(466.97200114952386, 341.12591388890746)","(505.10467529296875, 346.89532470703125)",Ref
1412,8730.303891021931,"(470.64618783414073, 343.0757249896703)","(505.10467529296875, 346.89532470703125)",Ref
1412,8730.319067761931,"(472.61985269366164, 341.4502251796766)","(505.10467529296875, 346.89532470703125)",Ref
1414,8730.35974678093,"(477.7553683351282, 343.55950537414026)","(517.2794799804688, 353.0)",Ref
1414,8730.370228909931,"(480.0753984845878, 345.50685452453763)","(517.2794799804688, 353.0)",Ref
1414,8730.38469966993,"(481.56820584793024, 346.1023734062508)","(517.2794799804688, 353.0)",Ref
1415,8730.39271255893,"(484.0954772097708, 345.07093226832666)","(522.1669311523438, 355.9457702636719)",Ref
1415,8730.403485706931,"(488.55512363146, 349.9729669302135)","(522.1669311523438, 355.9457702636719)",Ref
1415,8730.41680389193,"(487.89737013762397, 351.08835632966156)","(522.1669311523438, 355.9457702636719)",Ref
1416,8730.42622713293,"(489.78222400542967, 350.34797007311454)","(530.6834106445312, 360.72998046875)",Stop
1416,8730.436851298931,"(491.5897324538852, 354.6152887821569)","(530.6834106445312, 360.72998046875)",Stop
1416,8730.45007002193,"(495.5967571875393, 356.03684487073605)","(530.6834106445312, 360.72998046875)",Stop
1417,8730.459366539932,"(496.57301168481035, 354.37250771895526)","(533.2406616210938, 362.7593078613281)",Ref
1417,8730.47010418793,"(499.04760712888276, 355.2715585754082)","(533.2406616210938, 362.7593078613281)",Ref
1417,8730.48646857693,"(500.18334495582496, 357.39732499704826)","(533.2406616210938, 362.7593078613281)",Ref
1419,8730.525957020931,"(507.97324983421095, 359.5017782740703)","(545.451904296875, 369.1464538574219)",Ref
1419,8730.53666185493,"(508.9265849767547, 360.5752994287286)","(545.451904296875, 369.1464538574219)",Ref
1419,8730.55189040993,"(511.5640742631193, 358.08226535024727)","(545.451904296875, 369.1464538574219)",Ref
1420,8730.56228361393,"(511.23645352457265, 358.3675658018055)","(550.0, 372.203125)",Ref
1420,8730.575987261931,"(517.1511745499236, 363.61473454914176)","(550.0, 372.203125)",Ref
1421,8730.60743353993,"(521.9839423980974, 367.201742022525)","(554.0, 375.0)",Ref
1421,8730.61500902093,"(524.207843475936, 369.6127649331062)","(554.0, 375.0)",Ref
1422,8730.62624100293,"(524.7829566875192, 367.24468716696833)","(560.8593139648438, 378.9606018066406)",Ref
1422,8730.63865765093,"(527.5257270701213, 369.5749379890117)","(560.8593139648438, 378.9606018066406)",Ref
1422,8730.64861570693,"(529.763635527013, 370.08423843860146)","(560.8593139648438, 378.9606018066406)",Ref
1424,8730.69250079893,"(539.3463686387914, 374.9347649634277)","(572.483154296875, 384.8805236816406)",Ref
1424,8730.70530944693,"(539.9289727583259, 374.1644745009367)","(572.483154296875, 384.8805236816406)",Ref
1424,8730.71533037293,"(540.3699750645656, 376.13850403064953)","(572.483154296875, 384.8805236816406)",Ref
1425,8730.72608446593,"(541.1829839498831, 374.8204989279302)","(577.796875, 388.0)",Ref
1425,8730.738599687931,"(541.932333759788, 374.64313205789415)","(577.796875, 388.0)",Ref
1425,8730.74808100293,"(547.4216138157379, 376.1492604791507)","(577.796875, 388.0)",Ref
1426,8730.75942883593,"(547.1547782687211, 378.60516136051586)","(585.9658813476562, 393.1549072265625)",Ref
1426,8730.77303352093,"(549.1674684013491, 378.83209637597525)","(585.9658813476562, 393.1549072265625)",Ref
1426,8730.78142185493,"(552.1534286632108, 379.4261526998223)","(585.9658813476562, 393.1549072265625)",Ref
1427,8730.79187211393,"(554.9139078181026, 375.4267904154152)","(588.0961303710938, 394.9038391113281)",Ref
1427,8730.80467107693,"(554.6292864870303, 374.9974004440199)","(588.0961303710938, 394.9038391113281)",Ref
1427,8730.81448016893,"(559.715952859934, 379.18588655678593)","(588.0961303710938, 394.9038391113281)",Ref
1428,8730.825755409931,"(560.7892335119399, 382.1822699537836)","(588.2845458984375, 394.95941162109375)",Ref
1428,8730.83775776193,"(554.4758947367907, 380.4024176482757)","(588.2845458984375, 394.95941162109375)",Ref
1428,8730.84750437293,"(556.9603196453368, 384.3784143784323)","(588.2845458984375, 394.95941162109375)",Ref
1430,8730.892270613931,"(562.5349134434111, 386.7292387261533)","(606.6178588867188, 405.6383056640625)",Ref
1430,8730.90535615093,"(564.9806239657697, 388.9662362421684)","(606.6178588867188, 405.6383056640625)",Ref
